x1,x2,x3,x4,x5,x6,x7,x8,x9
-6.585163574220232,-9.837395019532735,1,1,1,1,1,1,1
-6.275427246094978,-9.386257324219827,1,1,1,1,1,1,1
-5.972424316407654,-9.042854003907586,1,1,1,1,1,1,1
-5.6761547851582606,-8.5041821289078,1,1,1,1,1,1,1
-5.379885253907979,-7.76350830078254,-12.530754394533439,1,1,1,1,1,1
-5.083615722657697,-7.75677490234461,-11.736213378908289,1,1,1,1,1,1
-4.794079589845346,-7.6221069335948854,-9.91819580078257,1,1,1,1,1,1
-4.511276855470037,-7.292170410157617,-9.91146240234464,1,1,1,1,1,1
-4.228474121094727,-6.901633300782528,-9.904729003907597,1,1,1,1,1,1
-3.9524047851582367,-6.57843017578319,-9.871062011719722,1,1,1,1,1,1
-3.6763354492199696,-6.241760253907991,-9.453591308594689,1,1,1,1,1,1
-3.413732910157563,-5.918557128907764,-9.332390136719937,1,1,1,1,1,1
-3.1511303710951566,-5.595354003907538,-8.988986816407696,1,1,1,1,1,1
-2.8952612304697922,-5.278884277345242,-7.76350830078254,-12.625021972658246,1,1,1,1,1
-2.6461254882832463,-4.955681152345015,-7.76350830078254,-12.524020996095508,1,1,1,1,1
-2.4037231445328544,-4.645944824219761,-7.7163745117196925,-11.736213378908289,1,1,1,1,1
-2.1680541992195046,-4.336208496095395,-7.332570800782534,-9.91819580078257,1,1,1,1,1
-1.9458520507829036,-4.033205566408071,-6.989167480470293,-9.91146240234464,1,1,1,1,1
-1.7236499023445262,-3.7369360351577896,-6.6322973632830795,-9.904729003907597,1,1,1,1,1
-1.5149145507828976,-3.44739990234455,-6.28889404296995,-9.86432861328268,1,1,1,1,1
-1.3196459960953533,-3.164597167970129,-5.938757324219779,-9.440124511719716,1,1,1,1,1
-1.131110839844851,-2.88852783203275,-5.5886206054696075,-9.305456542969992,1,1,1,1,1
-0.9560424804702095,-2.6191918945333015,-5.245217285158255,-8.820651855470096,1,1,1,1,1
-0.7944409179696521,-2.363322753907937,-4.901813964845125,-7.76350830078254,-12.638488769533218,1,1,1,1
-0.6463061523449554,-2.114187011719615,-4.565144042969926,-7.75677490234461,-12.524020996095508,1,1,1,1
-0.5049047851581889,-1.8717846679701111,-4.235207519532658,-7.608640136719913,-11.736213378908289,1,1,1,1
-0.38370361328254887,-1.6428491210946916,-3.9120043945333194,-7.1575024414078925,-9.91819580078257,1,1,1,1
-0.2759692382827694,-1.4273803710951327,-3.595534667970135,-6.773698730469846,-9.91146240234464,1,1,1,1
-0.18843505859411636,-1.225378417969658,-3.285798339844881,-6.423562011719675,-9.904729003907597,1,1,1,1
-0.11436767578221207,-1.030109863283002,-2.9895288085945992,-6.026291503907544,-9.85759521484475,1,1,1,1
-0.06050048828232235,-0.8550415039074721,-2.699992675783136,-5.655954589845358,-9.426657714844744,1,1,1,1
-0.02010009765651688,-0.693439941407803,-2.423923339844869,-5.285617675783172,-9.285256347657977,1,1,1,1
1,-0.5453051757831062,-2.154587402344532,-4.922014160158028,-8.510915527344842,1,1,1,1
1,-0.41063720703249373,-1.898718261720056,-4.558410644532884,-7.76350830078254,-12.631755371095288,1,1,1
1,-0.296169433594784,-1.656315917969664,-4.208273925782713,-7.743308105469637,-12.517287597657578,1,1,1
1,-0.19516845703204666,-1.4273803710951327,-3.871604003907514,-7.332570800782534,-11.729479980470359,1,1,1
1,-0.1211010742192542,-1.2119116210946856,-3.534934082033203,-6.955500488283306,-9.91819580078257,1,1,1
1,-0.06050048828232235,-1.0166430664080295,-3.2117309570329766,-6.57843017578319,-9.91146240234464,1,1,1
1,-0.02010009765651688,-0.8281079101575273,-2.9019946289077225,-6.181159667970171,-9.897995605469667,1,1,1
1,1,-0.6597729492199278,-2.5989916992195106,-5.78388916015804,-9.844128417969777,1,1,1
1,1,-0.511638183595231,-2.3094555664080474,-5.4000854492199934,-9.386257324219827,1,1,1
1,1,-0.37697021484461857,-2.0333862304697803,-5.009548339844905,-9.01592041015764,1,1,1
1,1,-0.262502441407797,-1.770783691408262,-4.6324780273447885,-8.483981933594897,1,1,1
1,1,-0.1682348632821018,-1.52838134765787,-4.262141113282603,-7.76350830078254,-12.604821777345343,1,1
1,1,-0.09416748046930934,-1.2927124023445202,-3.905270996095389,-7.655773925782761,-11.790080566408179,1,1
1,1,-0.040300292969419615,-1.0772436523449613,-3.5551342773452177,-7.2854370117196865,-11.709279785158344,1,1
