x1,x2,x3,x4,x5,x6,x7,x8,x9
-7.76350830078254,-12.577888183595398,1,1,1,1,1,1,1
-7.655773925782761,-11.803547363283151,1,1,1,1,1,1,1
-7.325837402344604,-11.702546386720414,1,1,1,1,1,1,1
-7.009367675783196,-11.29180908203331,1,1,1,1,1,1,1
-6.746765136719901,-9.91819580078257,1,1,1,1,1,1,1
-6.463962402344592,-9.91146240234464,1,1,1,1,1,1,1
-6.174426269533129,-9.884528808594695,1,1,1,1,1,1,1
-5.8916235351578194,-9.675793457033066,1,1,1,1,1,1,1
-5.60882080078251,-9.34585693359491,1,1,1,1,1,1,1
-5.332751464845131,-9.00918701171971,1,1,1,1,1,1,1
-5.0634155273447945,-8.517648925782773,1,1,1,1,1,1,1
-4.794079589845346,-8.423381347657966,1,1,1,1,1,1,1
-4.524743652345009,-7.76350830078254,-12.800090332032887,1,1,1,1,1,1
-4.262141113282603,-7.642307128907788,-12.631755371095288,1,1,1,1,1,1
-4.006271972658126,-7.312370605469631,-12.214284667970254,1,1,1,1,1,1
-3.757136230469804,-6.989167480470293,-11.756413574220304,1,1,1,1,1,1
-3.5080004882832583,-6.686164550782969,-11.662145996095497,1,1,1,1,1,1
-3.258864746094936,-6.369694824219785,-11.042673339844988,1,1,1,1,1,1
-3.0231958007824744,-6.059958496095419,-9.91819580078257,1,1,1,1,1,1
-2.7875268554700128,-5.756955566408095,-9.904729003907597,1,1,1,1,1,1
-2.5653247070325236,-5.453952636719883,-9.850861816407708,1,1,1,1,1,1
-2.3431225585950344,-5.1576831054696015,-9.433391113282674,1,1,1,1,1,1
-2.1276538085945873,-4.861413574220208,-9.278522949220047,1,1,1,1,1,1
-1.9256518554700008,-4.578610839844899,-8.813918457033054,1,1,1,1,1,1
-1.7236499023445262,-4.2890747070325475,-8.44358154296998,1,1,1,1,1,1
-1.5351147460949122,-4.0130053710951685,-7.76350830078254,1,1,1,1,1,1
-1.3533129882832284,-3.7369360351577896,-7.6827075195327055,1,1,1,1,1,1
-1.1782446289076987,-3.474333496095383,-7.325837402344604,-12.81355712890786,1,1,1,1,1
-1.0166430664080295,-3.2117309570329766,-6.989167480470293,-12.638488769533218,1,1,1,1,1
-0.8685083007824446,-2.9558618164076123,-6.6659643554700665,-12.214284667970254,1,1,1,1,1
-0.7203735351577478,-2.7134594726581085,-6.309094238282853,-11.756413574220304,1,1,1,1,1
-0.5924389648450656,-2.4710571289077166,-5.9858911132826265,-11.655412597657566,1,1,1,1,1
-0.47123779297031376,-2.2421215820331852,-5.655954589845358,-11.035939941407946,1,1,1,1,1
-0.36350341796964614,-2.019919433594808,-5.332751464845131,-9.91819580078257,1,1,1,1,1
-0.2692358398448391,-1.804450683595249,-5.016281738282835,-9.904729003907597,1,1,1,1,1
-0.18843505859411636,-1.6024487304697743,-4.699812011719651,-9.830661621094805,1,1,1,1,1
-0.1211010742192542,-1.4071801757831182,-4.390075683595285,-9.366057128907812,1,1,1,1,1
-0.06723388671936448,-1.218645019532616,-4.093806152345003,-9.002453613282668,1,1,1,1,1
-0.026833496094447185,-1.0503100585950165,-3.7975366210947215,-8.5041821289078,1,1,1,1,1
1,-0.881975097657417,-3.5080004882832583,-8.174245605469643,1,1,1,1,1
1,-0.7338403320327203,-3.231931152344991,-7.750041503907568,1,1,1,1,1
1,-0.599172363282996,-2.9625952148446544,-7.433571777345271,1,1,1,1,1
1,-0.47123779297031376,-2.699992675783136,-7.0632348632830855,1,1,1,1,1
1,-0.356770019532604,-2.4441235351577717,-6.699631347657942,-12.840490722657805,1,1,1,1
1,-0.262502441407797,-2.201721191408268,-6.309094238282853,-12.672155761720205,1,1,1,1
1,-0.18170166015707423,-1.9660522460949181,-5.979157714844696,-12.510554199219648,1,1,1,1
1,-0.10763427734428177,-1.743850097657429,-5.622287597657483,-11.763146972658234,1,1,1,1
1,-0.06050048828232235,-1.52838134765787,-5.278884277345242,-11.655412597657566,1,1,1,1
1,-0.02010009765651688,-1.3263793945332836,-4.9354809570330005,-11.035939941407946,1,1,1,1
1,1,-1.1378442382827814,-4.605544433594844,-9.91819580078257,1,1,1,1
1,1,-0.9627758789081398,-4.275607910157575,-9.897995605469667,1,1,1,1
1,1,-0.8011743164075824,-3.959138183595279,-9.662326660158094,1,1,1,1
1,1,-0.6463061523449554,-3.6494018554700247,-9.305456542969992,1,1,1,1
1,1,-0.511638183595231,-3.353132324219743,-8.834118652345069,1,1,1,1
1,1,-0.390437011719591,-3.0568627929703496,-8.45031494140791,1,1,1,1
1,1,-0.28270263671981155,-2.7740600585950403,-7.76350830078254,1,1,1,1
1,1,-0.19516845703204666,-2.5047241210947035,-7.6221069335948854,1,1,1,1
1,1,-0.1211010742192542,-2.2488549804702274,-7.184436035157837,1,1,1,1
1,1,-0.06723388671936448,-1.9997192382827933,-6.827565917969736,1,1,1,1
1,1,-0.026833496094447185,-1.7640502929703317,-6.437028808594647,1,1,1,1
1,1,1,-1.5351147460949122,-6.053225097657489,1,1,1,1
1,1,1,-1.3263793945332836,-5.682888183595303,-12.685622558595178,1,1,1
1,1,1,-1.131110839844851,-5.312551269533117,-12.510554199219648,1,1,1
1,1,1,-0.942575683595237,-4.955681152345015,-11.763146972658234,1,1,1
1,1,1,-0.7742407226576375,-4.605544433594844,-11.655412597657566,1,1,1
