-0.985046729	52.96294479	2.897668712
-0.955140187	54.73374233	2.897668712
-0.927725857	56.66552147	2.897668712
-0.900311526	56.18257669	2.736687117
-0.870404984	57.47042945	2.897668712
-0.845482866	56.82650307	2.736687117
-0.813084112	56.82650307	2.736687117
-0.785669782	48.93840491	2.414723926
-0.75576324	53.36539877	2.495214724
-0.725856698	56.02159509	2.575705521
-0.700934579	51.75558282	2.334233129
-0.671028037	51.83607362	2.253742331
-0.641121495	51.91656442	2.334233129
-0.613707165	50.62871166	2.173251534
-0.586292835	53.92883436	2.414723926
-0.556386293	49.74331288	2.253742331
-0.526479751	52.48	2.253742331
-0.501557632	45.55779141	2.092760736
-0.47165109	49.82380368	2.173251534
-0.441744548	50.38723926	2.253742331
-0.414330218	47.00662577	2.092760736
-0.386915888	51.99705521	2.253742331
-0.357009346	47.97251534	2.092760736
-0.327102804	50.70920245	2.253742331
-0.297196262	49.42134969	2.253742331
-0.272274143	46.28220859	2.173251534
-0.242367601	50.22625767	2.253742331
-0.214953271	48.77742331	2.253742331
-0.185046729	51.35312883	2.253742331
-0.157632399	54.41177914	2.414723926
-0.127725857	48.53595092	2.173251534
-0.100311526	47.73104294	2.173251534
-0.072897196	49.3408589	2.173251534
-0.042990654	47.24809816	2.173251534
-0.013084112	45.71877301	2.092760736
0.014330218	51.03116564	2.253742331
0.041744548	46.12122699	2.173251534
0.07165109	48.13349693	2.253742331
0.101557632	48.21398773	2.173251534
0.128971963	50.62871166	2.334233129
0.156386293	51.59460123	2.334233129
0.186292835	47.57006135	2.173251534
0.216199377	51.35312883	2.253742331
0.241121495	49.01889571	2.173251534
0.271028037	47.97251534	2.253742331
0.300934579	51.51411043	2.253742331
0.325856698	49.74331288	2.253742331
0.35576324	51.43361963	2.334233129
0.385669782	51.35312883	2.253742331
0.413084112	50.22625767	2.253742331
0.442990654	52.6409816	2.253742331
0.470404984	45.8797546	2.092760736
0.500311526	48.85791411	2.173251534
0.527725857	48.69693252	2.173251534
0.555140187	48.05300613	2.173251534
0.585046729	51.19214724	2.253742331
0.614953271	50.70920245	2.253742331
0.644859813	53.84834356	2.334233129
0.674766355	50.70920245	2.253742331
0.699688474	51.27263804	2.334233129
0.727102804	50.30674847	2.334233129
0.754517134	51.35312883	2.414723926
0.786915888	50.06527607	2.414723926
0.811838006	53.36539877	2.495214724
0.84423676	56.34355828	2.736687117
0.869158879	51.75558282	2.656196319
0.899065421	51.11165644	2.656196319
0.928971963	52.3995092	2.817177914
0.953894081	51.83607362	2.736687117
0.986292835	52.88245399	2.817177914
