x1,x2,x3,x4,x5,x6,x7,x8,x9
-7.177702636719907,-9.682526855470108,-12.719289550783053,1.0,1.0,1.0,1.0,1.0,1.0
-7.009367675783196,-9.608459472658204,-12.672155761720205,1.0,1.0,1.0,1.0,1.0,1.0
-6.888166503907556,-9.413190917969771,-12.625021972658246,1.0,1.0,1.0,1.0,1.0,1.0
-6.7265649414078865,-9.332390136719937,-12.577888183595398,1.0,1.0,1.0,1.0,1.0,1.0
-6.558229980470287,-9.116921386720378,-12.530754394533439,1.0,1.0,1.0,1.0,1.0,1.0
-6.376428222657715,-9.01592041015764,-12.227751464845227,1.0,1.0,1.0,1.0,1.0,1.0
-6.194626464845143,-8.834118652345069,-12.200817871095282,1.0,1.0,1.0,1.0,1.0,1.0
-6.006091308594641,-8.632116699219594,-11.810280761720193,1.0,1.0,1.0,1.0,1.0,1.0
-5.810822753907985,-8.470515136719925,-11.769880371095276,1.0,1.0,1.0,1.0,1.0,1.0
-5.60882080078251,-8.416647949220035,-11.709279785158344,1.0,1.0,1.0,1.0,1.0,1.0
-5.4000854492199934,-8.026110839844947,-11.662145996095497,1.0,1.0,1.0,1.0,1.0,1.0
-5.191350097657477,-7.76350830078254,-11.312009277345325,1.0,1.0,1.0,1.0,1.0,1.0
-4.975881347657918,-7.655773925782761,-11.05614013671996,1.0,1.0,1.0,1.0,1.0,1.0
-4.75367919921954,-7.433571777345271,-10.773337402344652,1.0,1.0,1.0,1.0,1.0,1.0
-4.531477050782939,-7.184436035157837,-9.91819580078257,1.0,1.0,1.0,1.0,1.0,1.0
-4.309274902344562,-6.955500488283306,-9.91819580078257,1.0,1.0,1.0,1.0,1.0,1.0
-4.087072753907961,-6.733298339844929,-9.91146240234464,1.0,1.0,1.0,1.0,1.0,1.0
-3.8581372070325415,-6.490895996095425,-9.877795410157653,1.0,1.0,1.0,1.0,1.0,1.0
-3.6359350585950523,-6.248493652345033,-9.69599365234508,1.0,1.0,1.0,1.0,1.0,1.0
-3.406999511719633,-5.999357910157599,-9.426657714844744,1.0,1.0,1.0,1.0,1.0,1.0
-3.1847973632830318,-5.750222167970165,-9.285256347657977,1.0,1.0,1.0,1.0,1.0,1.0
-2.9625952148446544,-5.4943530273448005,-8.988986816407696,1.0,1.0,1.0,1.0,1.0,1.0
