x1,x2,x3,x4,x5,x6,x7,x8,x9
-7.103635253908003,-9.709460449220053,-12.631755371095288,1,1,1,1,1,1
-6.955500488283306,-9.392990722657757,-12.611555175783273,1,1,1,1,1,1
-6.766965332032804,-9.312189941407922,-12.59135498047037,1,1,1,1,1,1
-6.618830566408107,-9.123654785158308,-12.577888183595398,1,1,1,1,1,1
-6.437028808594647,-8.625383300782552,-12.571154785158356,1,1,1,1,1,1
-6.248493652345033,-8.625383300782552,-11.803547363283151,1,1,1,1,1,1
-6.046491699219558,-8.571516113282662,-11.763146972658234,1,1,1,1,1,1
-5.844489746094972,-8.44358154296998,-10.995539550783029,1,1,1,1,1,1
-5.635754394533343,-8.241579589845394,-10.995539550783029,1,1,1,1,1,1
-5.420285644532896,-8.201179199219588,-10.995539550783029,1,1,1,1,1,1
-5.198083496095407,-7.790441894533373,-10.982072753908056,1,1,1,1,1,1
-4.9691479492199875,-7.332570800782534,-10.88107177734532,1,1,1,1,1,1
-4.740212402344568,-7.319104003907562,-10.59826904297001,1,1,1,1,1,1
-4.5045434570329945,-7.0969018554700725,-10.409733886720396,1,1,1,1,1,1
-4.268874511719645,-6.841032714844708,-10.120197753908045,1,1,1,1,1,1
-4.033205566408071,-6.591896972658162,-9.897995605469667,1,1,1,1,1,1
-3.7908032226576793,-6.3292944335948675,-9.716193847657983,-13.769699707032679,1,1,1,1,1
-3.5551342773452177,-6.066691894533349,-9.339123535157867,-13.257961425782838,1,1,1,1,1
-3.3127319335948258,-5.804089355470055,-9.089987792970433,-13.21082763671999,1,1,1,1,1
-3.0770629882832523,-5.528020019532676,-8.625383300782552,-12.98189208984546,1,1,1,1,1
-2.8413940429699025,-5.251950683595297,-8.49744873046987,-12.64522216797026,1,1,1,1,1
-2.605725097657441,-4.975881347657918,-8.241579589845394,-12.598088378908301,1,1,1,1,1
-2.3767895507829095,-4.699812011719651,-8.201179199219588,-11.823747558595166,1,1,1,1,1
-2.154587402344532,-4.41700927734523,-7.332570800782534,-10.995539550783029,1,1,1,1,1
-1.9323852539079311,-4.140939941407851,-7.292170410157617,-10.995539550783029,1,1,1,1,1
-1.7236499023445262,-3.8648706054695836,-6.982434082033251,-10.982072753908056,1,1,1,1,1
-1.5149145507828976,-3.588801269533093,-6.659230957033024,-10.625202636719955,1,1,1,1,1
-1.3196459960953533,-3.319465332032756,-6.34276123046984,-10.416467285158326,1,1,1,1,1
-1.1378442382827814,-3.0501293945333074,-6.026291503907544,-10.08653076172017,1,1,1,1,1
-0.9560424804702095,-2.7875268554700128,-5.703088378908205,-9.830661621094805,1,1,1,1,1
-0.7944409179696521,-2.5316577148446484,-5.379885253907979,-9.332390136719937,1,1,1,1,1
-0.6395727539079132,-2.2825219726581025,-5.056682128907752,-8.625383300782552,1,1,1,1,1
-0.5049047851581889,-2.0401196289077106,-4.733479003907526,-8.571516113282662,-13.749499511719776,1,1,1,1
-0.37697021484461857,-1.804450683595249,-4.41700927734523,-8.261779785158296,-13.217561035157921,1,1,1,1
-0.2692358398448391,-1.5822485351577598,-4.100539550782933,-8.201179199219588,-12.968425292970487,1,1,1,1
-0.17496826171914392,-1.3667797851582009,-3.7908032226576793,-7.332570800782534,-12.618288574220315,1,1,1,1
-0.10090087890723964,-1.1647778320327262,-3.4878002929703555,-7.231569824219797,-11.823747558595166,1,1,1,1
