sqrt_s,ReOmega_11,ImOmega_11,ReOmega_12,ImOmega_12,ReOmega_21,ImOmega_21,ReOmega_22,ImOmega_22
2.192120,-0.358464,0.213186,0.146874,-0.148578,0.247446,-0.187266,-0.528125,0.301144
2.194250,-0.357900,0.212228,0.146752,-0.147928,0.247095,-0.186409,-0.527247,0.299773
2.196520,-0.357296,0.211206,0.146619,-0.147234,0.246717,-0.185494,-0.526305,0.298311
2.198640,-0.356731,0.210257,0.146495,-0.146589,0.246364,-0.184645,-0.525427,0.296954
2.200320,-0.356284,0.209508,0.146395,-0.146081,0.246084,-0.183975,-0.524731,0.295883
2.201340,-0.356014,0.209057,0.146334,-0.145775,0.245914,-0.183572,-0.524311,0.295239
2.201830,-0.355883,0.208839,0.146305,-0.145626,0.245832,-0.183377,-0.524107,0.294927
2.202850,-0.355613,0.208390,0.146244,-0.145321,0.245662,-0.182975,-0.523687,0.294285
2.204530,-0.355165,0.207648,0.146142,-0.144817,0.245381,-0.182311,-0.522992,0.293225
2.206650,-0.354600,0.206716,0.146012,-0.144183,0.245025,-0.181478,-0.522114,0.291892
2.208920,-0.353994,0.205722,0.145872,-0.143507,0.244643,-0.180588,-0.521173,0.290471
2.211040,-0.353429,0.204799,0.145740,-0.142879,0.244286,-0.179763,-0.520296,0.289152
2.212730,-0.352981,0.204071,0.145635,-0.142383,0.244002,-0.179112,-0.519601,0.288111
2.213740,-0.352711,0.203633,0.145571,-0.142085,0.243831,-0.178720,-0.519181,0.287485
2.214230,-0.352579,0.203420,0.145540,-0.141940,0.243747,-0.178530,-0.518978,0.287182
2.215250,-0.352309,0.202983,0.145475,-0.141643,0.243576,-0.178139,-0.518558,0.286558
2.216930,-0.351861,0.202262,0.145368,-0.141152,0.243291,-0.177494,-0.517863,0.285527
2.219050,-0.351295,0.201356,0.145232,-0.140534,0.242932,-0.176684,-0.516987,0.284232
2.221330,-0.350689,0.200388,0.145084,-0.139875,0.242546,-0.175819,-0.516047,0.282850
2.223450,-0.350123,0.199491,0.144946,-0.139263,0.242185,-0.175017,-0.515172,0.281568
2.225130,-0.349674,0.198783,0.144835,-0.138780,0.241899,-0.174384,-0.514478,0.280557
2.226140,-0.349404,0.198356,0.144768,-0.138490,0.241726,-0.174003,-0.514059,0.279948
2.226640,-0.349273,0.198150,0.144735,-0.138349,0.241642,-0.173818,-0.513856,0.279653
2.227650,-0.349002,0.197725,0.144668,-0.138059,0.241469,-0.173438,-0.513437,0.279047
2.229330,-0.348554,0.197024,0.144555,-0.137580,0.241182,-0.172811,-0.512744,0.278045
2.231450,-0.347988,0.196142,0.144413,-0.136979,0.240819,-0.172023,-0.511870,0.276786
2.233730,-0.347381,0.195202,0.144259,-0.136337,0.240430,-0.171183,-0.510932,0.275443
2.235850,-0.346815,0.194329,0.144114,-0.135741,0.240066,-0.170403,-0.510059,0.274197
2.237530,-0.346367,0.193640,0.143998,-0.135270,0.239777,-0.169787,-0.509366,0.273214
2.238550,-0.346097,0.193226,0.143928,-0.134987,0.239603,-0.169417,-0.508949,0.272623
2.239040,-0.345965,0.193025,0.143894,-0.134850,0.239518,-0.169238,-0.508746,0.272336
2.240050,-0.345695,0.192612,0.143824,-0.134567,0.239344,-0.168869,-0.508329,0.271747
2.241740,-0.345247,0.191929,0.143707,-0.134101,0.239055,-0.168259,-0.507637,0.270773
2.243860,-0.344681,0.191072,0.143559,-0.133515,0.238689,-0.167493,-0.506765,0.269549
2.246130,-0.344075,0.190157,0.143398,-0.132890,0.238297,-0.166676,-0.505831,0.268244
2.248250,-0.343509,0.189309,0.143248,-0.132309,0.237931,-0.165918,-0.504959,0.267033
2.249940,-0.343062,0.188639,0.143128,-0.131851,0.237640,-0.165319,-0.504269,0.266078
2.250950,-0.342791,0.188236,0.143055,-0.131575,0.237465,-0.164960,-0.503853,0.265503
2.251440,-0.342660,0.188041,0.143020,-0.131441,0.237380,-0.164785,-0.503651,0.265224
2.252460,-0.342390,0.187639,0.142947,-0.131166,0.237204,-0.164426,-0.503235,0.264651
2.254140,-0.341942,0.186975,0.142826,-0.130712,0.236913,-0.163834,-0.502546,0.263705
2.256260,-0.341377,0.186142,0.142672,-0.130141,0.236546,-0.163089,-0.501677,0.262516
2.258530,-0.340772,0.185252,0.142506,-0.129532,0.236151,-0.162295,-0.500746,0.261247
2.260660,-0.340207,0.184427,0.142350,-0.128966,0.235783,-0.161558,-0.499878,0.260070
2.262340,-0.339760,0.183776,0.142226,-0.128520,0.235491,-0.160977,-0.499190,0.259141
2.263350,-0.339490,0.183384,0.142151,-0.128251,0.235314,-0.160627,-0.498776,0.258583
2.263850,-0.339359,0.183194,0.142115,-0.128121,0.235229,-0.160457,-0.498574,0.258312
2.264860,-0.339090,0.182803,0.142039,-0.127854,0.235052,-0.160109,-0.498160,0.257755
2.266540,-0.338643,0.182158,0.141914,-0.127411,0.234760,-0.159533,-0.497474,0.256835
2.268660,-0.338079,0.181348,0.141755,-0.126855,0.234390,-0.158809,-0.496608,0.255680
2.270940,-0.337475,0.180483,0.141584,-0.126262,0.233994,-0.158037,-0.495680,0.254447
2.273060,-0.336912,0.179680,0.141424,-0.125711,0.233624,-0.157321,-0.494816,0.253303
2.274740,-0.336466,0.179047,0.141296,-0.125276,0.233331,-0.156756,-0.494132,0.252400
2.275760,-0.336196,0.178666,0.141219,-0.125015,0.233154,-0.156415,-0.493719,0.251857
2.276250,-0.336066,0.178481,0.141181,-0.124888,0.233068,-0.156251,-0.493519,0.251594
2.277260,-0.335797,0.178101,0.141104,-0.124627,0.232891,-0.155912,-0.493106,0.251053
2.278940,-0.335351,0.177474,0.140975,-0.124196,0.232597,-0.155352,-0.492423,0.250159
2.281070,-0.334789,0.176686,0.140812,-0.123655,0.232226,-0.154649,-0.491561,0.249036
2.283340,-0.334186,0.175845,0.140636,-0.123077,0.231829,-0.153898,-0.490638,0.247838
2.285460,-0.333624,0.175065,0.140471,-0.122541,0.231458,-0.153202,-0.489778,0.246726
2.287140,-0.333179,0.174449,0.140340,-0.122117,0.231163,-0.152653,-0.489097,0.245849
2.288160,-0.332911,0.174078,0.140261,-0.121863,0.230986,-0.152322,-0.488686,0.245321
2.288650,-0.332781,0.173899,0.140222,-0.121739,0.230900,-0.152162,-0.488486,0.245065
2.289670,-0.332513,0.173529,0.140143,-0.121485,0.230722,-0.151833,-0.488076,0.244539
2.291350,-0.332068,0.172919,0.140011,-0.121066,0.230428,-0.151289,-0.487396,0.243671
2.293470,-0.331508,0.172153,0.139843,-0.120539,0.230056,-0.150605,-0.486539,0.242579
2.295740,-0.330907,0.171335,0.139663,-0.119976,0.229657,-0.149876,-0.485620,0.241415
2.297870,-0.330347,0.170577,0.139495,-0.119454,0.229285,-0.149199,-0.484765,0.240334
2.299550,-0.329904,0.169978,0.139360,-0.119042,0.228991,-0.148666,-0.484087,0.239482
2.300560,-0.329637,0.169618,0.139279,-0.118794,0.228813,-0.148344,-0.483679,0.238969
2.301050,-0.329507,0.169443,0.139240,-0.118673,0.228726,-0.148189,-0.483480,0.238720
2.302070,-0.329240,0.169084,0.139159,-0.118426,0.228548,-0.147869,-0.483072,0.238209
2.303750,-0.328797,0.168491,0.139023,-0.118018,0.228253,-0.147340,-0.482396,0.237365
2.305870,-0.328238,0.167746,0.138852,-0.117504,0.227881,-0.146676,-0.481543,0.236304
2.308150,-0.327640,0.166951,0.138668,-0.116956,0.227482,-0.145967,-0.480630,0.235172
2.310270,-0.327083,0.166213,0.138496,-0.116448,0.227110,-0.145309,-0.479779,0.234122
2.311950,-0.326641,0.165631,0.138359,-0.116047,0.226814,-0.144790,-0.479106,0.233294
2.312960,-0.326375,0.165280,0.138276,-0.115805,0.226636,-0.144478,-0.478700,0.232795
2.313460,-0.326246,0.165111,0.138236,-0.115688,0.226550,-0.144327,-0.478503,0.232554
2.314470,-0.325979,0.164762,0.138153,-0.115447,0.226372,-0.144016,-0.478097,0.232057
2.316150,-0.325538,0.164185,0.138015,-0.115050,0.226077,-0.143502,-0.477424,0.231237
2.318270,-0.324983,0.163460,0.137841,-0.114550,0.225704,-0.142856,-0.476577,0.230206
2.320550,-0.324387,0.162687,0.137654,-0.114017,0.225305,-0.142167,-0.475670,0.229106
2.322670,-0.323832,0.161970,0.137478,-0.113522,0.224932,-0.141528,-0.474824,0.228086
2.324350,-0.323392,0.161404,0.137339,-0.113131,0.224637,-0.141024,-0.474155,0.227280
2.325370,-0.323127,0.161063,0.137254,-0.112896,0.224459,-0.140721,-0.473751,0.226796
2.325860,-0.322999,0.160898,0.137213,-0.112782,0.224372,-0.140574,-0.473555,0.226561
2.326870,-0.322734,0.160559,0.137129,-0.112547,0.224194,-0.140271,-0.473152,0.226079
2.328560,-0.322295,0.159998,0.136989,-0.112160,0.223899,-0.139772,-0.472484,0.225281
2.330680,-0.321742,0.159294,0.136811,-0.111674,0.223527,-0.139145,-0.471642,0.224279
2.332950,-0.321149,0.158542,0.136621,-0.111154,0.223127,-0.138475,-0.470740,0.223210
2.335070,-0.320597,0.157845,0.136442,-0.110673,0.222755,-0.137854,-0.469901,0.222219
2.336760,-0.320160,0.157294,0.136301,-0.110292,0.222460,-0.137364,-0.469236,0.221436
2.337770,-0.319896,0.156963,0.136215,-0.110063,0.222282,-0.137069,-0.468835,0.220965
2.338260,-0.319768,0.156803,0.136174,-0.109952,0.222196,-0.136926,-0.468640,0.220737
2.339280,-0.319504,0.156473,0.136088,-0.109724,0.222018,-0.136632,-0.468240,0.220268
2.340960,-0.319068,0.155928,0.135945,-0.109347,0.221723,-0.136147,-0.467576,0.219493
2.343080,-0.318517,0.155243,0.135765,-0.108874,0.221351,-0.135537,-0.466740,0.218520
2.345360,-0.317928,0.154512,0.135572,-0.108368,0.220952,-0.134887,-0.465845,0.217481
2.347480,-0.317379,0.153834,0.135391,-0.107899,0.220580,-0.134283,-0.465011,0.216517
2.349160,-0.316944,0.153299,0.135247,-0.107529,0.220285,-0.133807,-0.464351,0.215756
2.350170,-0.316682,0.152977,0.135161,-0.107306,0.220107,-0.133520,-0.463953,0.215299
2.350670,-0.316554,0.152821,0.135118,-0.107198,0.220021,-0.133382,-0.463759,0.215077
2.351680,-0.316292,0.152500,0.135031,-0.106976,0.219843,-0.133096,-0.463362,0.214621
2.353360,-0.315858,0.151970,0.134887,-0.106609,0.219549,-0.132624,-0.462703,0.213868
2.355480,-0.315311,0.151304,0.134705,-0.106148,0.219178,-0.132032,-0.461873,0.212922
2.357760,-0.314725,0.150594,0.134509,-0.105656,0.218779,-0.131400,-0.460984,0.211912
2.359880,-0.314179,0.149934,0.134326,-0.105199,0.218408,-0.130813,-0.460157,0.210976
2.361560,-0.313747,0.149414,0.134180,-0.104839,0.218114,-0.130350,-0.459501,0.210237
2.362580,-0.313486,0.149101,0.134092,-0.104622,0.217937,-0.130072,-0.459106,0.209792
2.363070,-0.313360,0.148949,0.134050,-0.104517,0.217851,-0.129937,-0.458914,0.209577
2.364080,-0.313099,0.148637,0.133962,-0.104301,0.217674,-0.129659,-0.458520,0.209133
2.365760,-0.312668,0.148122,0.133816,-0.103944,0.217380,-0.129201,-0.457866,0.208401
2.367890,-0.312124,0.147475,0.133631,-0.103495,0.217009,-0.128625,-0.457042,0.207482
2.370160,-0.311542,0.146784,0.133433,-0.103016,0.216612,-0.128011,-0.456160,0.206501
2.372280,-0.310999,0.146143,0.133248,-0.102572,0.216242,-0.127441,-0.455339,0.205590
2.373960,-0.310570,0.145637,0.133101,-0.102221,0.215949,-0.126991,-0.454689,0.204872
2.374980,-0.310311,0.145333,0.133012,-0.102010,0.215772,-0.126720,-0.454297,0.204440
2.375470,-0.310185,0.145185,0.132969,-0.101907,0.215686,-0.126589,-0.454107,0.204231
2.376490,-0.309926,0.144882,0.132880,-0.101697,0.215509,-0.126320,-0.453715,0.203800
2.378170,-0.309498,0.144381,0.132733,-0.101349,0.215216,-0.125874,-0.453067,0.203089
2.380290,-0.308958,0.143751,0.132546,-0.100913,0.214847,-0.125314,-0.452249,0.202195
2.382560,-0.308379,0.143080,0.132346,-0.100447,0.214451,-0.124717,-0.451374,0.201241
2.384690,-0.307840,0.142456,0.132160,-0.100014,0.214082,-0.124163,-0.450560,0.200357
2.386370,-0.307414,0.141965,0.132011,-0.099672,0.213790,-0.123726,-0.449915,0.199659
2.387380,-0.307156,0.141669,0.131922,-0.099467,0.213614,-0.123463,-0.449526,0.199239
2.387870,-0.307032,0.141525,0.131878,-0.099367,0.213528,-0.123336,-0.449337,0.199035
2.388890,-0.306774,0.141230,0.131789,-0.099163,0.213352,-0.123074,-0.448949,0.198616
2.390570,-0.306349,0.140743,0.131640,-0.098824,0.213060,-0.122641,-0.448306,0.197925
2.392690,-0.305813,0.140131,0.131452,-0.098399,0.212692,-0.122097,-0.447496,0.197056
2.394970,-0.305238,0.139478,0.131250,-0.097946,0.212298,-0.121517,-0.446628,0.196130
2.397090,-0.304703,0.138872,0.131062,-0.097525,0.211930,-0.120978,-0.445820,0.195270
2.398770,-0.304279,0.138394,0.130913,-0.097192,0.211639,-0.120554,-0.445180,0.194591
2.399780,-0.304024,0.138106,0.130822,-0.096992,0.211464,-0.120298,-0.444795,0.194183
2.400280,-0.303900,0.137967,0.130778,-0.096895,0.211379,-0.120174,-0.444608,0.193985
2.401290,-0.303645,0.137680,0.130688,-0.096696,0.211203,-0.119919,-0.444223,0.193579
2.402970,-0.303223,0.137206,0.130538,-0.096367,0.210913,-0.119499,-0.443585,0.192907
2.405090,-0.302690,0.136611,0.130349,-0.095953,0.210546,-0.118970,-0.442782,0.192062
2.407370,-0.302120,0.135976,0.130146,-0.095511,0.210153,-0.118406,-0.441922,0.191162
2.409490,-0.301589,0.135387,0.129957,-0.095102,0.209788,-0.117883,-0.441121,0.190326
2.411170,-0.301168,0.134922,0.129806,-0.094778,0.209498,-0.117470,-0.440487,0.189667
2.412190,-0.300915,0.134642,0.129715,-0.094584,0.209323,-0.117222,-0.440105,0.189270
2.412680,-0.300792,0.134507,0.129671,-0.094489,0.209238,-0.117102,-0.439919,0.189078
2.413690,-0.300539,0.134228,0.129580,-0.094295,0.209064,-0.116854,-0.439538,0.188682
2.415380,-0.300119,0.133768,0.129430,-0.093975,0.208774,-0.116445,-0.438906,0.188029
2.417500,-0.299591,0.133189,0.129239,-0.093572,0.208410,-0.115931,-0.438109,0.187209
2.419770,-0.299025,0.132572,0.129035,-0.093143,0.208019,-0.115383,-0.437257,0.186333
2.421890,-0.298498,0.131999,0.128845,-0.092744,0.207655,-0.114875,-0.436463,0.185521
2.423580,-0.298081,0.131547,0.128693,-0.092429,0.207367,-0.114474,-0.435835,0.184880
2.424590,-0.297830,0.131275,0.128602,-0.092240,0.207193,-0.114232,-0.435456,0.184494
2.425080,-0.297708,0.131143,0.128558,-0.092148,0.207109,-0.114115,-0.435272,0.184307
2.426100,-0.297457,0.130872,0.128467,-0.091959,0.206935,-0.113875,-0.434894,0.183923
2.427780,-0.297041,0.130424,0.128315,-0.091647,0.206647,-0.113477,-0.434268,0.183288
2.429900,-0.296516,0.129861,0.128124,-0.091255,0.206284,-0.112978,-0.433479,0.182491
2.432180,-0.295955,0.129261,0.127919,-0.090837,0.205896,-0.112446,-0.432634,0.181640
2.434300,-0.295432,0.128704,0.127727,-0.090449,0.205534,-0.111951,-0.431848,0.180850
2.435980,-0.295019,0.128264,0.127576,-0.090143,0.205247,-0.111562,-0.431226,0.180227
2.436990,-0.294769,0.128000,0.127484,-0.089958,0.205074,-0.111327,-0.430850,0.179853
2.437490,-0.294648,0.127872,0.127440,-0.089869,0.204990,-0.111213,-0.430668,0.179671
2.438500,-0.294399,0.127608,0.127348,-0.089685,0.204817,-0.110979,-0.430294,0.179297
2.440180,-0.293987,0.127173,0.127196,-0.089382,0.204531,-0.110593,-0.429673,0.178680
2.442300,-0.293467,0.126626,0.127004,-0.089000,0.204171,-0.110108,-0.428892,0.177905
2.444580,-0.292910,0.126042,0.126798,-0.088593,0.203784,-0.109590,-0.428055,0.177078
2.446700,-0.292392,0.125500,0.126606,-0.088216,0.203424,-0.109110,-0.427276,0.176311
2.448380,-0.291982,0.125073,0.126454,-0.087918,0.203139,-0.108731,-0.426660,0.175705
2.449400,-0.291734,0.124816,0.126362,-0.087738,0.202968,-0.108503,-0.426288,0.175341
2.449890,-0.291614,0.124691,0.126317,-0.087651,0.202884,-0.108393,-0.426108,0.175164
2.450900,-0.291367,0.124435,0.126225,-0.087472,0.202712,-0.108166,-0.425737,0.174801
2.452580,-0.290958,0.124011,0.126073,-0.087177,0.202428,-0.107790,-0.425122,0.174202
2.454710,-0.290443,0.123479,0.125881,-0.086806,0.202070,-0.107319,-0.424348,0.173448
2.456980,-0.289891,0.122912,0.125674,-0.086410,0.201686,-0.106816,-0.423520,0.172644
2.459100,-0.289377,0.122385,0.125482,-0.086042,0.201328,-0.106349,-0.422748,0.171898
2.460780,-0.288971,0.121969,0.125329,-0.085752,0.201045,-0.105980,-0.422138,0.171310
2.461800,-0.288726,0.121719,0.125237,-0.085578,0.200874,-0.105759,-0.421770,0.170955
2.462290,-0.288607,0.121598,0.125193,-0.085493,0.200791,-0.105651,-0.421591,0.170784
2.463310,-0.288362,0.121349,0.125100,-0.085319,0.200621,-0.105431,-0.421224,0.170431
2.464990,-0.287956,0.120937,0.124948,-0.085032,0.200338,-0.105066,-0.420616,0.169848
2.467110,-0.287445,0.120420,0.124755,-0.084670,0.199982,-0.104608,-0.419849,0.169115
2.469380,-0.286898,0.119868,0.124548,-0.084285,0.199601,-0.104119,-0.419029,0.168334
2.471510,-0.286389,0.119356,0.124356,-0.083927,0.199246,-0.103665,-0.418265,0.167609
2.473190,-0.285986,0.118952,0.124203,-0.083645,0.198965,-0.103307,-0.417661,0.167037
2.474200,-0.285743,0.118708,0.124111,-0.083475,0.198795,-0.103092,-0.417297,0.166692
2.474690,-0.285625,0.118591,0.124066,-0.083393,0.198713,-0.102987,-0.417120,0.166526
2.475710,-0.285383,0.118348,0.123974,-0.083223,0.198543,-0.102773,-0.416756,0.166182
2.477390,-0.284981,0.117948,0.123821,-0.082944,0.198263,-0.102418,-0.416154,0.165616
2.479510,-0.284475,0.117445,0.123628,-0.082592,0.197909,-0.101973,-0.415395,0.164904
2.481790,-0.283933,0.116908,0.123421,-0.082217,0.197531,-0.101497,-0.414583,0.164144
2.483910,-0.283428,0.116410,0.123228,-0.081869,0.197178,-0.101056,-0.413827,0.163439
2.485590,-0.283029,0.116017,0.123076,-0.081594,0.196899,-0.100708,-0.413229,0.162883
2.486600,-0.282788,0.115781,0.122983,-0.081429,0.196730,-0.100499,-0.412868,0.162548
2.487100,-0.282672,0.115666,0.122939,-0.081349,0.196649,-0.100398,-0.412693,0.162386
2.488110,-0.282431,0.115430,0.122846,-0.081184,0.196481,-0.100189,-0.412333,0.162053
2.489790,-0.282033,0.115041,0.122694,-0.080912,0.196202,-0.099844,-0.411737,0.161502
2.491910,-0.281532,0.114552,0.122501,-0.080570,0.195851,-0.099411,-0.410986,0.160809
2.494190,-0.280995,0.114030,0.122294,-0.080205,0.195475,-0.098949,-0.410183,0.160071
2.496310,-0.280495,0.113546,0.122101,-0.079866,0.195125,-0.098521,-0.409435,0.159386
2.497990,-0.280100,0.113163,0.121948,-0.079598,0.194848,-0.098183,-0.408843,0.158845
2.499010,-0.279861,0.112933,0.121856,-0.079437,0.194681,-0.097979,-0.408486,0.158519
2.499500,-0.279745,0.112822,0.121811,-0.079360,0.194600,-0.097880,-0.408313,0.158362
2.500510,-0.279507,0.112593,0.121719,-0.079199,0.194433,-0.097678,-0.407956,0.158038
2.502200,-0.279113,0.112214,0.121566,-0.078934,0.194157,-0.097343,-0.407367,0.157502
2.504320,-0.278616,0.111738,0.121374,-0.078601,0.193809,-0.096922,-0.406624,0.156829
2.506590,-0.278085,0.111231,0.121167,-0.078246,0.193436,-0.096473,-0.405828,0.156111
2.508710,-0.277590,0.110760,0.120974,-0.077916,0.193089,-0.096056,-0.405088,0.155445
2.510400,-0.277198,0.110388,0.120822,-0.077656,0.192814,-0.095727,-0.404503,0.154919
2.511410,-0.276962,0.110164,0.120730,-0.077500,0.192648,-0.095530,-0.404149,0.154603
2.511900,-0.276847,0.110056,0.120685,-0.077424,0.192568,-0.095434,-0.403978,0.154450
2.512920,-0.276611,0.109833,0.120593,-0.077268,0.192402,-0.095237,-0.403626,0.154134
2.514600,-0.276221,0.109465,0.120440,-0.077010,0.192128,-0.094911,-0.403042,0.153614
2.516720,-0.275729,0.109002,0.120248,-0.076686,0.191783,-0.094502,-0.402307,0.152959
2.519000,-0.275203,0.108508,0.120042,-0.076340,0.191413,-0.094065,-0.401520,0.152261
2.521120,-0.274713,0.108050,0.119849,-0.076019,0.191068,-0.093660,-0.400788,0.151614
2.522800,-0.274325,0.107689,0.119697,-0.075766,0.190796,-0.093341,-0.400209,0.151102
2.523810,-0.274091,0.107471,0.119605,-0.075614,0.190631,-0.093149,-0.399859,0.150795
2.524310,-0.273978,0.107366,0.119560,-0.075540,0.190552,-0.093055,-0.399690,0.150646
2.525320,-0.273744,0.107149,0.119468,-0.075388,0.190387,-0.092864,-0.399341,0.150339
2.527000,-0.273358,0.106791,0.119316,-0.075137,0.190116,-0.092547,-0.398764,0.149833
2.529120,-0.272871,0.106341,0.119124,-0.074822,0.189773,-0.092150,-0.398037,0.149197
2.531400,-0.272349,0.105861,0.118918,-0.074485,0.189406,-0.091725,-0.397259,0.148518
2.533520,-0.271864,0.105415,0.118726,-0.074173,0.189065,-0.091332,-0.396534,0.147888
2.535200,-0.271480,0.105064,0.118574,-0.073927,0.188795,-0.091021,-0.395961,0.147391
2.536220,-0.271249,0.104852,0.118483,-0.073778,0.188632,-0.090834,-0.395616,0.147092
2.536710,-0.271137,0.104750,0.118438,-0.073707,0.188553,-0.090743,-0.395448,0.146948
2.537720,-0.270905,0.104539,0.118346,-0.073559,0.188390,-0.090557,-0.395103,0.146650
2.539400,-0.270523,0.104190,0.118194,-0.073315,0.188120,-0.090249,-0.394532,0.146157
2.541530,-0.270041,0.103753,0.118003,-0.073008,0.187781,-0.089863,-0.393813,0.145539
2.543800,-0.269525,0.103286,0.117798,-0.072680,0.187417,-0.089450,-0.393044,0.144879
2.545920,-0.269045,0.102852,0.117606,-0.072376,0.187079,-0.089068,-0.392327,0.144266
2.547600,-0.268665,0.102510,0.117455,-0.072137,0.186811,-0.088766,-0.391761,0.143783
2.548620,-0.268436,0.102305,0.117363,-0.071992,0.186649,-0.088584,-0.391419,0.143493
2.549110,-0.268324,0.102205,0.117319,-0.071922,0.186571,-0.088496,-0.391253,0.143352
2.550130,-0.268096,0.102000,0.117227,-0.071779,0.186410,-0.088315,-0.390912,0.143062
2.551810,-0.267717,0.101661,0.117076,-0.071541,0.186143,-0.088016,-0.390348,0.142583
2.553930,-0.267240,0.101235,0.116885,-0.071242,0.185806,-0.087640,-0.389637,0.141982
2.556200,-0.266729,0.100781,0.116680,-0.070924,0.185446,-0.087239,-0.388876,0.141340
2.558330,-0.266254,0.100360,0.116490,-0.070628,0.185110,-0.086867,-0.388167,0.140745
2.560010,-0.265878,0.100027,0.116339,-0.070394,0.184845,-0.086573,-0.387607,0.140275
2.561020,-0.265652,0.099827,0.116248,-0.070254,0.184685,-0.086396,-0.387269,0.139992
2.561510,-0.265542,0.099730,0.116203,-0.070186,0.184607,-0.086311,-0.387105,0.139855
2.562530,-0.265315,0.099530,0.116112,-0.070046,0.184447,-0.086135,-0.386768,0.139573
2.564210,-0.264940,0.099201,0.115961,-0.069815,0.184183,-0.085844,-0.386210,0.139108
2.566330,-0.264469,0.098787,0.115771,-0.069524,0.183849,-0.085478,-0.385507,0.138523
2.568610,-0.263963,0.098345,0.115567,-0.069214,0.183492,-0.085089,-0.384755,0.137899
2.570730,-0.263493,0.097935,0.115377,-0.068926,0.183160,-0.084727,-0.384054,0.137320
2.572410,-0.263121,0.097611,0.115227,-0.068699,0.182897,-0.084441,-0.383500,0.136863
2.573420,-0.262897,0.097416,0.115136,-0.068562,0.182739,-0.084270,-0.383166,0.136588
2.573920,-0.262788,0.097322,0.115092,-0.068496,0.182662,-0.084186,-0.383004,0.136455
2.574930,-0.262564,0.097128,0.115001,-0.068360,0.182503,-0.084015,-0.382671,0.136181
2.576610,-0.262193,0.096808,0.114851,-0.068135,0.182241,-0.083732,-0.382119,0.135728
2.578730,-0.261726,0.096405,0.114662,-0.067852,0.181911,-0.083377,-0.381424,0.135159
2.581010,-0.261227,0.095975,0.114459,-0.067550,0.181557,-0.082998,-0.380680,0.134553
2.583130,-0.260761,0.095576,0.114270,-0.067270,0.181228,-0.082646,-0.379988,0.133989
2.584810,-0.260393,0.095261,0.114120,-0.067049,0.180968,-0.082369,-0.379441,0.133545
2.585830,-0.260172,0.095072,0.114030,-0.066916,0.180811,-0.082202,-0.379110,0.133278
2.586320,-0.260064,0.094980,0.113986,-0.066851,0.180735,-0.082121,-0.378950,0.133148
2.587330,-0.259842,0.094791,0.113895,-0.066719,0.180578,-0.081954,-0.378621,0.132882
2.589020,-0.259476,0.094479,0.113746,-0.066500,0.180318,-0.081680,-0.378075,0.132441
2.591140,-0.259014,0.094088,0.113557,-0.066224,0.179991,-0.081334,-0.377388,0.131888
2.593410,-0.258519,0.093669,0.113355,-0.065931,0.179641,-0.080965,-0.376653,0.131298
2.595530,-0.258059,0.093281,0.113167,-0.065658,0.179315,-0.080624,-0.375969,0.130750
2.597220,-0.257695,0.092975,0.113018,-0.065443,0.179057,-0.080354,-0.375428,0.130318
2.598230,-0.257476,0.092791,0.112928,-0.065313,0.178902,-0.080191,-0.375101,0.130058
2.598720,-0.257369,0.092702,0.112885,-0.065251,0.178826,-0.080113,-0.374943,0.129932
2.599740,-0.257150,0.092518,0.112795,-0.065121,0.178671,-0.079951,-0.374617,0.129673
2.601420,-0.256788,0.092215,0.112646,-0.064908,0.178414,-0.079683,-0.374078,0.129245
2.603540,-0.256331,0.091833,0.112458,-0.064640,0.178090,-0.079348,-0.373399,0.128707
2.605820,-0.255842,0.091427,0.112258,-0.064354,0.177744,-0.078989,-0.372673,0.128133
2.607940,-0.255387,0.091049,0.112070,-0.064089,0.177421,-0.078657,-0.371997,0.127600
2.609620,-0.255027,0.090751,0.111922,-0.063880,0.177166,-0.078394,-0.371462,0.127180
2.610630,-0.254810,0.090572,0.111833,-0.063753,0.177012,-0.078236,-0.371139,0.126927
2.611130,-0.254704,0.090485,0.111789,-0.063692,0.176937,-0.078160,-0.370983,0.126804
2.612140,-0.254488,0.090306,0.111700,-0.063567,0.176783,-0.078002,-0.370661,0.126552
2.613820,-0.254129,0.090011,0.111552,-0.063359,0.176529,-0.077742,-0.370128,0.126136
2.615940,-0.253677,0.089640,0.111365,-0.063098,0.176208,-0.077416,-0.369457,0.125613
2.618220,-0.253194,0.089245,0.111166,-0.062820,0.175865,-0.077067,-0.368739,0.125054
2.620340,-0.252744,0.088877,0.110980,-0.062562,0.175546,-0.076744,-0.368071,0.124536
2.622020,-0.252388,0.088587,0.110832,-0.062358,0.175293,-0.076489,-0.367542,0.124127
2.623040,-0.252173,0.088413,0.110743,-0.062235,0.175141,-0.076335,-0.367224,0.123881
2.623530,-0.252069,0.088328,0.110700,-0.062176,0.175067,-0.076261,-0.367069,0.123762
2.624540,-0.251855,0.088155,0.110611,-0.062053,0.174915,-0.076108,-0.366751,0.123517
2.626220,-0.251500,0.087867,0.110464,-0.061851,0.174663,-0.075855,-0.366225,0.123112
2.628350,-0.251053,0.087507,0.110279,-0.061598,0.174346,-0.075537,-0.365562,0.122603
2.630620,-0.250575,0.087122,0.110080,-0.061327,0.174006,-0.075198,-0.364852,0.122060
2.632740,-0.250131,0.086764,0.109895,-0.061075,0.173690,-0.074884,-0.364192,0.121556
