sqrt_s,ReOmega_11,ImOmega_11,ReOmega_12,ImOmega_12,ReOmega_21,ImOmega_21,ReOmega_22,ImOmega_22
0.01,1.00023,0.,0.0000324293,0.,0.000126152,0.,1.00009,0.
0.02,1.00093,0.,0.000129847,0.,0.000505507,0.,1.00036,0.
0.03,1.00209,0.,0.000292642,0.,0.00114078,0.,1.00081,0.
0.04,1.00372,0.,0.00052147,0.,0.00203655,0.,1.00143,0.
0.05,1.00584,0.,0.000817261,0.,0.00319937,0.,1.00224,0.
0.06,1.00845,0.,0.00118123,0.,0.00463789,0.,1.00324,0.
0.07,1.01157,0.,0.00161489,0.,0.00636305,0.,1.00441,0.
0.08,1.01522,0.,0.00212008,0.,0.00838835,0.,1.00578,0.
0.09,1.01941,0.,0.00269898,0.,0.0107301,0.,1.00733,0.
0.1,1.02418,0.,0.00335416,0.,0.013408,0.,1.00908,0.
0.11,1.02956,0.,0.00408861,0.,0.0164454,0.,1.01102,0.
0.12,1.03558,0.,0.00490578,0.,0.0198703,0.,1.01316,0.
0.13,1.04228,0.,0.00580966,0.,0.0237158,0.,1.0155,0.
0.14,1.04972,0.,0.00680484,0.,0.0280219,0.,1.01806,0.
0.15,1.05797,0.,0.00789663,0.,0.0328364,0.,1.02083,0.
0.16,1.06709,0.,0.00909118,0.,0.0382171,0.,1.02382,0.
0.17,1.07717,0.,0.0103956,0.,0.0442351,0.,1.02704,0.
0.18,1.08832,0.,0.0118183,0.,0.050978,0.,1.03049,0.
0.19,1.10069,0.,0.0133692,0.,0.0585565,0.,1.0342,0.
0.2,1.11444,0.,0.01506,0.,0.0671125,0.,1.03816,0.
0.21,1.1298,0.,0.0169053,0.,0.0768329,0.,1.0424,0.
0.22,1.14707,0.,0.018923,0.,0.0879724,0.,1.04693,0.
0.23,1.16667,0.,0.0211362,0.,0.100893,0.,1.05177,0.
0.24,1.18923,0.,0.023576,0.,0.11614,0.,1.05695,0.
0.25,1.21574,0.,0.0262881,0.,0.134614,0.,1.06256,0.
0.26,1.24803,0.,0.0293463,0.,0.158014,0.,1.0686,0.
0.27,1.29041,0.,0.0329034,0.,0.190514,0.,1.07516,0.
0.280401,1.380510,0.013677,0.037334,0.000370,0.271771,0.029485,1.085520,0.000797
0.282083,1.393000,0.031747,0.038180,0.000870,0.272120,0.045706,1.086630,0.001253
0.284204,1.401620,0.053078,0.039068,0.001479,0.272801,0.060769,1.088050,0.001694
0.286479,1.405090,0.072523,0.039872,0.002058,0.273083,0.073909,1.089570,0.002097
0.288601,1.405940,0.086099,0.040564,0.002484,0.273543,0.084560,1.091020,0.002440
0.290282,1.407300,0.094256,0.041138,0.002755,0.273845,0.092357,1.092170,0.002700
0.291297,1.408820,0.098881,0.041507,0.002913,0.274145,0.096889,1.092880,0.002855
0.291789,1.409600,0.101165,0.041688,0.002992,0.274189,0.099042,1.093220,0.002929
0.292804,1.411310,0.105937,0.042066,0.003158,0.274370,0.103395,1.093920,0.003082
0.294486,1.413960,0.113806,0.042693,0.003436,0.274621,0.110361,1.095100,0.003332
0.296607,1.417250,0.123334,0.043491,0.003785,0.274890,0.118793,1.096590,0.003645
0.298882,1.420880,0.133275,0.044362,0.004161,0.275114,0.127496,1.098210,0.003981
0.301004,1.424260,0.142433,0.045184,0.004519,0.275254,0.135345,1.099730,0.004294
0.302685,1.426910,0.149605,0.045843,0.004806,0.275322,0.141411,1.100950,0.004543
0.303700,1.428500,0.153905,0.046243,0.004982,0.275344,0.145013,1.101690,0.004694
0.304192,1.429270,0.155986,0.046438,0.005068,0.275350,0.146747,1.102050,0.004768
0.305207,1.430850,0.160264,0.046842,0.005247,0.275351,0.150291,1.102790,0.004920
0.306888,1.433440,0.167329,0.047515,0.005547,0.275322,0.156084,1.104030,0.005174
0.309010,1.436650,0.176209,0.048372,0.005933,0.275234,0.163264,1.105600,0.005497
0.311285,1.440040,0.185708,0.049302,0.006358,0.275076,0.170821,1.107300,0.005848
0.313407,1.443140,0.194558,0.050178,0.006765,0.274876,0.177751,1.108900,0.006180
0.315088,1.445550,0.201574,0.050878,0.007095,0.274683,0.183170,1.110180,0.006447
0.316103,1.446980,0.205811,0.051303,0.007297,0.274552,0.186413,1.110960,0.006609
0.316595,1.447670,0.207869,0.051510,0.007396,0.274485,0.187980,1.111340,0.006689
0.317610,1.449070,0.212111,0.051938,0.007603,0.274338,0.191195,1.112120,0.006853
0.319291,1.451370,0.219151,0.052652,0.007950,0.274075,0.196483,1.113420,0.007128
0.321413,1.454200,0.228057,0.053559,0.008400,0.273704,0.203093,1.115070,0.007480
0.323688,1.457140,0.237641,0.054542,0.008895,0.273261,0.210114,1.116860,0.007865
0.325809,1.459800,0.246616,0.055466,0.009370,0.272807,0.216608,1.118550,0.008230
0.327491,1.461850,0.253756,0.056204,0.009756,0.272419,0.221723,1.119890,0.008525
0.328506,1.463060,0.258078,0.056651,0.009993,0.272173,0.224798,1.120710,0.008704
0.328998,1.463640,0.260179,0.056869,0.010109,0.272051,0.226288,1.121110,0.008792
0.330013,1.464820,0.264515,0.057320,0.010351,0.271792,0.229351,1.121930,0.008975
0.331694,1.466720,0.271724,0.058070,0.010758,0.271343,0.234413,1.123300,0.009281
0.333816,1.469050,0.280861,0.059022,0.011284,0.270741,0.240779,1.125040,0.009674
0.336091,1.471430,0.290714,0.060052,0.011865,0.270050,0.247587,1.126920,0.010105
0.338212,1.473550,0.299954,0.061019,0.012421,0.269361,0.253923,1.128690,0.010515
0.339894,1.475160,0.307313,0.061791,0.012873,0.268782,0.258942,1.130100,0.010847
0.340908,1.476110,0.311770,0.062259,0.013150,0.268418,0.261971,1.130960,0.011049
0.341401,1.476550,0.313937,0.062487,0.013286,0.268236,0.263441,1.131370,0.011149
0.342416,1.477460,0.318411,0.062956,0.013568,0.267853,0.266470,1.132240,0.011355
0.344097,1.478900,0.325852,0.063739,0.014044,0.267190,0.271490,1.133670,0.011701
0.346219,1.480630,0.335287,0.064731,0.014658,0.266299,0.277826,1.135500,0.012146
0.348494,1.482360,0.345463,0.065802,0.015335,0.265273,0.284624,1.137470,0.012634
0.350615,1.483860,0.355006,0.066807,0.015983,0.264248,0.290965,1.139320,0.013100
0.352297,1.484960,0.362605,0.067607,0.016509,0.263387,0.295993,1.140800,0.013476
0.353311,1.485590,0.367207,0.068092,0.016831,0.262847,0.299028,1.141690,0.013706
0.353804,1.485890,0.369445,0.068328,0.016989,0.262578,0.300502,1.142130,0.013818
0.354819,1.486480,0.374064,0.068814,0.017317,0.262013,0.303537,1.143030,0.014052
0.356500,1.487400,0.381742,0.069623,0.017869,0.261040,0.308568,1.144530,0.014444
0.358621,1.488440,0.391475,0.070648,0.018581,0.259745,0.314917,1.146430,0.014947
0.360897,1.489430,0.401965,0.071753,0.019364,0.258273,0.321724,1.148490,0.015499
0.363018,1.490220,0.411795,0.072788,0.020113,0.256821,0.328071,1.150420,0.016024
0.364699,1.490750,0.419618,0.073611,0.020720,0.255615,0.333099,1.151960,0.016448
0.365714,1.491030,0.424353,0.074108,0.021091,0.254864,0.336131,1.152900,0.016707
0.366207,1.491160,0.426654,0.074351,0.021273,0.254493,0.337603,1.153350,0.016833
0.367221,1.491400,0.431403,0.074850,0.021651,0.253715,0.340634,1.154290,0.017096
0.368903,1.491720,0.439293,0.075679,0.022287,0.252386,0.345654,1.155850,0.017536
0.371024,1.492010,0.449283,0.076729,0.023105,0.250642,0.351981,1.157830,0.018101
0.373299,1.492180,0.460039,0.077857,0.024004,0.248685,0.358760,1.159970,0.018719
0.375421,1.492180,0.470107,0.078913,0.024861,0.246781,0.365074,1.161980,0.019307
0.377102,1.492090,0.478109,0.079752,0.025555,0.245217,0.370074,1.163590,0.019780
0.378117,1.491990,0.482949,0.080259,0.025979,0.244249,0.373089,1.164560,0.020070
0.378610,1.491930,0.485300,0.080505,0.026187,0.243773,0.374551,1.165030,0.020211
0.379624,1.491780,0.490149,0.081012,0.026618,0.242779,0.377564,1.166000,0.020504
0.381306,1.491470,0.498200,0.081855,0.027342,0.241092,0.382552,1.167630,0.020995
0.383427,1.490940,0.508381,0.082919,0.028274,0.238893,0.388839,1.169690,0.021625
0.385702,1.490210,0.519327,0.084061,0.029295,0.236446,0.395572,1.171910,0.022314
0.387824,1.489370,0.529556,0.085128,0.030268,0.234081,0.401842,1.173990,0.022968
0.389505,1.488610,0.537676,0.085974,0.031054,0.232149,0.406805,1.175660,0.023495
0.390520,1.488100,0.542581,0.086485,0.031534,0.230959,0.409797,1.176660,0.023817
0.391012,1.487840,0.544964,0.086733,0.031768,0.230374,0.411248,1.177150,0.023974
0.392027,1.487280,0.549874,0.087244,0.032256,0.229156,0.414237,1.178170,0.024299
0.393709,1.486280,0.558018,0.088091,0.033073,0.227094,0.419185,1.179850,0.024845
0.395830,1.484880,0.568302,0.089159,0.034124,0.224418,0.425417,1.181980,0.025544
0.398105,1.483210,0.579339,0.090304,0.035273,0.221452,0.432086,1.184290,0.026307
0.400227,1.481490,0.589635,0.091371,0.036366,0.218597,0.438290,1.186450,0.027032
0.401908,1.480020,0.597797,0.092216,0.037247,0.216273,0.443196,1.188170,0.027614
0.402923,1.479080,0.602722,0.092725,0.037785,0.214844,0.446151,1.189210,0.027970
0.403415,1.478610,0.605112,0.092972,0.038048,0.214143,0.447583,1.189720,0.028143
0.404430,1.477630,0.610036,0.093481,0.038594,0.212684,0.450532,1.190760,0.028503
0.406111,1.475910,0.618192,0.094324,0.039508,0.210223,0.455408,1.192500,0.029105
0.408233,1.473610,0.628476,0.095385,0.040680,0.207038,0.461541,1.194710,0.029875
0.410508,1.470960,0.639492,0.096520,0.041961,0.203525,0.468091,1.197090,0.030715
0.412630,1.468330,0.649749,0.097575,0.043178,0.200158,0.474173,1.199320,0.031510
0.414311,1.466130,0.657865,0.098410,0.044157,0.197427,0.478974,1.201090,0.032150
0.415326,1.464760,0.662757,0.098912,0.044755,0.195753,0.481863,1.202170,0.032539
0.415818,1.464080,0.665130,0.099156,0.045046,0.194933,0.483262,1.202690,0.032729
0.416833,1.462660,0.670014,0.099657,0.045651,0.193230,0.486141,1.203770,0.033123
0.418514,1.460210,0.678094,0.100486,0.046663,0.190363,0.490894,1.205570,0.033781
0.420636,1.456990,0.688265,0.101528,0.047960,0.186670,0.496864,1.207840,0.034623
0.422911,1.453360,0.699138,0.102640,0.049375,0.182616,0.503228,1.210300,0.035539
0.425032,1.449820,0.709240,0.103672,0.050716,0.178749,0.509128,1.212600,0.036406
0.426714,1.446900,0.717220,0.104487,0.051794,0.175624,0.513779,1.214430,0.037102
0.427728,1.445090,0.722024,0.104977,0.052451,0.173713,0.516575,1.215540,0.037526
0.428221,1.444190,0.724352,0.105214,0.052771,0.172779,0.517929,1.216080,0.037733
0.429236,1.442330,0.729140,0.105702,0.053435,0.170839,0.520713,1.217190,0.038161
0.430917,1.439170,0.737053,0.106508,0.054547,0.167584,0.525307,1.219040,0.038876
0.433039,1.435040,0.746994,0.107519,0.055968,0.163403,0.531069,1.221390,0.039790
0.435314,1.430440,0.757597,0.108597,0.057516,0.158826,0.537205,1.223910,0.040784
0.437435,1.425990,0.767428,0.109594,0.058981,0.154473,0.542886,1.226280,0.041723
0.439117,1.422360,0.775179,0.110380,0.060157,0.150963,0.547360,1.228170,0.042477
0.440131,1.420120,0.779838,0.110852,0.060873,0.148820,0.550047,1.229310,0.042936
0.440624,1.419020,0.782094,0.111080,0.061222,0.147772,0.551347,1.229860,0.043159
0.441639,1.416740,0.786732,0.111550,0.061945,0.145600,0.554019,1.231010,0.043622
0.443320,1.412870,0.794385,0.112324,0.063154,0.141956,0.558424,1.232910,0.044395
0.445441,1.407860,0.803980,0.113293,0.064698,0.137283,0.563939,1.235320,0.045381
0.447717,1.402330,0.814191,0.114324,0.066376,0.132176,0.569796,1.237920,0.046452
0.449838,1.397020,0.823637,0.115276,0.067963,0.127327,0.575201,1.240360,0.047463
0.451520,1.392710,0.831068,0.116024,0.069235,0.123425,0.579445,1.242290,0.048273
0.452534,1.390070,0.835529,0.116473,0.070009,0.121046,0.581988,1.243470,0.048765
0.453027,1.388770,0.837688,0.116690,0.070386,0.119884,0.583217,1.244040,0.049004
0.454041,1.386080,0.842121,0.117136,0.071167,0.117477,0.585739,1.245210,0.049500
0.455723,1.381550,0.849426,0.117870,0.072471,0.113449,0.589885,1.247170,0.050327
0.457844,1.375720,0.858566,0.118788,0.074134,0.108298,0.595058,1.249640,0.051381
0.460119,1.369310,0.868270,0.119761,0.075939,0.102691,0.600529,1.252310,0.052523
0.462241,1.363190,0.877224,0.120657,0.077644,0.097392,0.605556,1.254810,0.053598
0.463922,1.358250,0.884254,0.121361,0.079009,0.093147,0.609490,1.256800,0.054458
0.464937,1.355230,0.888468,0.121782,0.079839,0.090566,0.611842,1.258010,0.054981
0.465430,1.353760,0.890505,0.121986,0.080243,0.089309,0.612979,1.258600,0.055235
0.466444,1.350690,0.894686,0.122404,0.081079,0.086709,0.615307,1.259810,0.055761
0.468126,1.345550,0.901563,0.123091,0.082474,0.082371,0.619132,1.261820,0.056638
0.470247,1.338960,0.910149,0.123947,0.084252,0.076848,0.623896,1.264370,0.057754
0.472522,1.331750,0.919243,0.124854,0.086180,0.070866,0.628932,1.267110,0.058963
0.474644,1.324910,0.927612,0.125687,0.087998,0.065234,0.633561,1.269690,0.060103
0.476325,1.319400,0.934168,0.126339,0.089451,0.060733,0.637184,1.271740,0.061014
0.477340,1.316040,0.938092,0.126729,0.090334,0.058002,0.639351,1.272990,0.061567
0.477832,1.314400,0.939987,0.126918,0.090764,0.056672,0.640398,1.273590,0.061836
0.478847,1.311010,0.943872,0.127304,0.091654,0.053923,0.642544,1.274840,0.062394
0.480529,1.305320,0.950254,0.127937,0.093136,0.049343,0.646071,1.276910,0.063323
0.482650,1.298050,0.958204,0.128726,0.095024,0.043517,0.650467,1.279540,0.064506
0.484925,1.290140,0.966600,0.129558,0.097068,0.037210,0.655113,1.282370,0.065788
0.487047,1.282650,0.974306,0.130321,0.098993,0.031272,0.659381,1.285030,0.066995
0.488728,1.276650,0.980329,0.130917,0.100531,0.026528,0.662718,1.287140,0.067960
0.489743,1.272990,0.983928,0.131273,0.101464,0.023648,0.664712,1.288420,0.068546
0.490235,1.271210,0.985664,0.131445,0.101919,0.022246,0.665674,1.289040,0.068832
0.491250,1.267530,0.989220,0.131796,0.102858,0.019349,0.667645,1.290330,0.069421
0.492931,1.261370,0.995052,0.132372,0.104424,0.014522,0.670878,1.292460,0.070404
0.495053,1.253520,1.002300,0.133087,0.106415,0.008385,0.674895,1.295170,0.071654
0.497328,1.245000,1.009930,0.133840,0.108569,0.001748,0.679125,1.298090,0.073007
0.499450,1.236970,1.016910,0.134528,0.110595,-0.004491,0.682995,1.300820,0.074279
0.501131,1.230550,1.022360,0.135064,0.112213,-0.009468,0.686010,1.303000,0.075296
0.502146,1.226650,1.025600,0.135383,0.113194,-0.012485,0.687808,1.304320,0.075912
0.502638,1.224750,1.027170,0.135537,0.113672,-0.013953,0.688674,1.304960,0.076212
0.503653,1.220820,1.030370,0.135852,0.114659,-0.016984,0.690446,1.306280,0.076832
0.505334,1.214270,1.035610,0.136367,0.116302,-0.022028,0.693346,1.308480,0.077865
0.507456,1.205950,1.042110,0.137005,0.118391,-0.028427,0.696939,1.311270,0.079177
0.509731,1.196940,1.048930,0.137673,0.120649,-0.035331,0.700711,1.314280,0.080597
0.511852,1.188470,1.055150,0.138283,0.122771,-0.041806,0.704152,1.317110,0.081931
0.513534,1.181710,1.059980,0.138757,0.124464,-0.046962,0.706829,1.319350,0.082996
0.514549,1.177610,1.062860,0.139039,0.125491,-0.050084,0.708422,1.320720,0.083642
0.515041,1.175610,1.064250,0.139174,0.125990,-0.051602,0.709189,1.321380,0.083957
0.516056,1.171490,1.067080,0.139451,0.127022,-0.054735,0.710758,1.322750,0.084607
0.517737,1.164640,1.071700,0.139903,0.128740,-0.059942,0.713321,1.325020,0.085689
0.519859,1.155940,1.077420,0.140462,0.130921,-0.066539,0.716491,1.327900,0.087063
0.522134,1.146540,1.083400,0.141045,0.133277,-0.073647,0.719811,1.331020,0.088550
0.524255,1.137740,1.088830,0.141575,0.135490,-0.080304,0.722835,1.333940,0.089947
0.525937,1.130720,1.093040,0.141986,0.137254,-0.085599,0.725181,1.336260,0.091062
0.526951,1.126470,1.095540,0.142229,0.138324,-0.088803,0.726575,1.337670,0.091738
0.527444,1.124410,1.096740,0.142346,0.138844,-0.090360,0.727246,1.338360,0.092067
0.528459,1.120140,1.099200,0.142585,0.139919,-0.093573,0.728617,1.339770,0.092747
0.530140,1.113060,1.103200,0.142974,0.141707,-0.098908,0.730854,1.342130,0.093879
0.532262,1.104090,1.108120,0.143452,0.143976,-0.105662,0.733615,1.345110,0.095317
0.534537,1.094420,1.113250,0.143950,0.146426,-0.112932,0.736500,1.348340,0.096872
0.536658,1.085380,1.117890,0.144400,0.148726,-0.119735,0.739120,1.351360,0.098334
0.538340,1.078190,1.121480,0.144747,0.150560,-0.125143,0.741149,1.353770,0.099500
0.539354,1.073840,1.123600,0.144953,0.151670,-0.128414,0.742353,1.355230,0.100207
0.539847,1.071720,1.124620,0.145051,0.152211,-0.130003,0.742931,1.355940,0.100551
0.540861,1.067360,1.126700,0.145252,0.153326,-0.133282,0.744112,1.357410,0.101262
0.542543,1.060130,1.130070,0.145578,0.155182,-0.138728,0.746034,1.359850,0.102446
0.544664,1.050980,1.134210,0.145977,0.157537,-0.145618,0.748396,1.362950,0.103949
0.546940,1.041150,1.138500,0.146390,0.160078,-0.153032,0.750850,1.366290,0.105573
0.549061,1.031960,1.142360,0.146762,0.162463,-0.159966,0.753063,1.369430,0.107098
0.550742,1.024660,1.145330,0.147046,0.164363,-0.165474,0.754765,1.371930,0.108314
0.551757,1.020260,1.147080,0.147214,0.165514,-0.168803,0.755770,1.373450,0.109051
0.552250,1.018120,1.147920,0.147295,0.166074,-0.170420,0.756251,1.374180,0.109410
0.553264,1.013710,1.149630,0.147458,0.167230,-0.173754,0.757231,1.375710,0.110150
0.554946,1.006390,1.152390,0.147722,0.169152,-0.179285,0.758815,1.378240,0.111382
0.557067,0.997158,1.155760,0.148044,0.171591,-0.186270,0.760746,1.381460,0.112945
0.559342,0.987246,1.159230,0.148374,0.174222,-0.193765,0.762736,1.384940,0.114632
0.561464,0.977999,1.162330,0.148669,0.176690,-0.200755,0.764518,1.388210,0.116217
0.563145,0.970669,1.164710,0.148893,0.178657,-0.206294,0.765884,1.390820,0.117481
0.564160,0.966245,1.166100,0.149024,0.179848,-0.209636,0.766688,1.392400,0.118247
0.564653,0.964098,1.166760,0.149087,0.180427,-0.211257,0.767073,1.393170,0.118619
0.565667,0.959674,1.168110,0.149214,0.181623,-0.214599,0.767856,1.394770,0.119390
0.567349,0.952345,1.170290,0.149418,0.183613,-0.220133,0.769123,1.397420,0.120672
0.569470,0.943102,1.172920,0.149665,0.186136,-0.227113,0.770670,1.400780,0.122301
0.571745,0.933195,1.175610,0.149915,0.188857,-0.234596,0.772268,1.404420,0.124062
0.573867,0.923966,1.177990,0.150135,0.191411,-0.241573,0.773704,1.407850,0.125719
0.575548,0.916658,1.179790,0.150301,0.193445,-0.247103,0.774806,1.410580,0.127042
0.576563,0.912251,1.180840,0.150397,0.194677,-0.250441,0.775455,1.412230,0.127844
0.577055,0.910113,1.181340,0.150442,0.195276,-0.252062,0.775766,1.413040,0.128235
0.578070,0.905710,1.182350,0.150534,0.196513,-0.255401,0.776397,1.414710,0.129042
0.579752,0.898421,1.183960,0.150681,0.198571,-0.260936,0.777418,1.417480,0.130386
0.581873,0.889238,1.185900,0.150854,0.201181,-0.267923,0.778659,1.421010,0.132095
0.584148,0.879408,1.187840,0.151027,0.203996,-0.275420,0.779932,1.424820,0.133943
0.586270,0.870260,1.189540,0.151175,0.206638,-0.282413,0.781064,1.428400,0.135681
0.587951,0.863023,1.190800,0.151284,0.208742,-0.287956,0.781924,1.431260,0.137068
0.588966,0.858662,1.191530,0.151347,0.210017,-0.291302,0.782427,1.433000,0.137909
0.589458,0.856547,1.191870,0.151376,0.210637,-0.292926,0.782666,1.433840,0.138319
0.590473,0.852194,1.192560,0.151434,0.211917,-0.296272,0.783151,1.435590,0.139165
0.592154,0.844991,1.193650,0.151524,0.214046,-0.301815,0.783928,1.438500,0.140575
0.594276,0.835925,1.194930,0.151628,0.216747,-0.308806,0.784864,1.442200,0.142366
0.596551,0.826229,1.196180,0.151726,0.219662,-0.316299,0.785814,1.446200,0.144304
0.598672,0.817215,1.197230,0.151805,0.222397,-0.323284,0.786652,1.449960,0.146128
0.600354,0.810090,1.197990,0.151860,0.224576,-0.328816,0.787284,1.452970,0.147584
0.601369,0.805799,1.198420,0.151889,0.225896,-0.332154,0.787652,1.454800,0.148468
0.601861,0.803719,1.198620,0.151902,0.226538,-0.333774,0.787827,1.455680,0.148899
0.602876,0.799438,1.199010,0.151928,0.227864,-0.337111,0.788181,1.457520,0.149789
0.604557,0.792359,1.199610,0.151964,0.230070,-0.342640,0.788748,1.460580,0.151272
0.606679,0.783454,1.200280,0.152000,0.232869,-0.349614,0.789427,1.464470,0.153159
0.608954,0.773940,1.200880,0.152025,0.235890,-0.357094,0.790111,1.468680,0.155202
0.611075,0.765102,1.201350,0.152037,0.238726,-0.364071,0.790708,1.472650,0.157126
0.612757,0.758120,1.201640,0.152039,0.240986,-0.369602,0.791153,1.475810,0.158664
0.613771,0.753918,1.201790,0.152036,0.242356,-0.372940,0.791410,1.477740,0.159597
0.614264,0.751881,1.201860,0.152034,0.243022,-0.374561,0.791531,1.478670,0.160052
0.615279,0.747690,1.201980,0.152028,0.244398,-0.377900,0.791775,1.480610,0.160992
0.616960,0.740763,1.202120,0.152012,0.246688,-0.383435,0.792158,1.483830,0.162558
0.619082,0.732055,1.202230,0.151981,0.249593,-0.390421,0.792605,1.487930,0.164552
0.621357,0.722757,1.202240,0.151936,0.252731,-0.397915,0.793041,1.492370,0.166711
0.623478,0.714126,1.202150,0.151882,0.255677,-0.404904,0.793406,1.496550,0.168744
0.625160,0.707312,1.202020,0.151832,0.258026,-0.410444,0.793668,1.499890,0.170369
0.626174,0.703211,1.201920,0.151798,0.259450,-0.413787,0.793815,1.501910,0.171356
0.626667,0.701224,1.201860,0.151780,0.260143,-0.415410,0.793883,1.502900,0.171836
0.627682,0.697136,1.201720,0.151743,0.261574,-0.418754,0.794016,1.504940,0.172830
0.629363,0.690383,1.201460,0.151674,0.263956,-0.424295,0.794220,1.508340,0.174487
0.631484,0.681897,1.201040,0.151578,0.266979,-0.431288,0.794444,1.512670,0.176597
0.633760,0.672840,1.200510,0.151463,0.270246,-0.438788,0.794646,1.517360,0.178883
0.635881,0.664437,1.199920,0.151344,0.273315,-0.445783,0.794798,1.521780,0.181037
0.637562,0.657806,1.199400,0.151241,0.275763,-0.451329,0.794895,1.525320,0.182761
0.638577,0.653817,1.199060,0.151176,0.277248,-0.454676,0.794944,1.527460,0.183808
0.639070,0.651884,1.198890,0.151144,0.277970,-0.456301,0.794965,1.528510,0.184318
0.640084,0.647909,1.198520,0.151074,0.279462,-0.459650,0.795002,1.530670,0.185373
0.641766,0.641342,1.197870,0.150954,0.281946,-0.465200,0.795047,1.534270,0.187132
0.643887,0.633094,1.196990,0.150792,0.285102,-0.472207,0.795075,1.538850,0.189374
0.646162,0.624295,1.195950,0.150606,0.288513,-0.479725,0.795068,1.543820,0.191804
0.648284,0.616134,1.194900,0.150421,0.291720,-0.486739,0.795027,1.548500,0.194095
0.649965,0.609696,1.194020,0.150265,0.294279,-0.492300,0.794972,1.552250,0.195929
0.650980,0.605823,1.193470,0.150168,0.295831,-0.495657,0.794929,1.554520,0.197043
0.651473,0.603947,1.193190,0.150120,0.296586,-0.497287,0.794905,1.555630,0.197586
0.652487,0.600089,1.192610,0.150019,0.298147,-0.500645,0.794851,1.557920,0.198708
0.654169,0.593717,1.191620,0.149845,0.300747,-0.506210,0.794745,1.561750,0.200582
0.656290,0.585715,1.190300,0.149616,0.304051,-0.513232,0.794586,1.566620,0.202970
0.658565,0.577182,1.188800,0.149356,0.307624,-0.520764,0.794382,1.571900,0.205561
0.660687,0.569269,1.187330,0.149102,0.310985,-0.527789,0.794165,1.576880,0.208007
0.662368,0.563027,1.186120,0.148892,0.313669,-0.533358,0.793974,1.580860,0.209966
0.663383,0.559274,1.185370,0.148762,0.315297,-0.536719,0.793852,1.583290,0.211157
0.663875,0.557455,1.185000,0.148697,0.316090,-0.538350,0.793791,1.584470,0.211738
0.664890,0.553716,1.184230,0.148562,0.317728,-0.541712,0.793660,1.586910,0.212940
0.666572,0.547542,1.182910,0.148333,0.320458,-0.547284,0.793433,1.590980,0.214947
0.668693,0.539789,1.181190,0.148032,0.323929,-0.554316,0.793127,1.596170,0.217508
0.670968,0.531522,1.179270,0.147695,0.327686,-0.561861,0.792778,1.601800,0.220291
0.673090,0.523857,1.177410,0.147368,0.331222,-0.568901,0.792437,1.607120,0.222923
0.674771,0.517812,1.175900,0.147099,0.334047,-0.574485,0.792156,1.611370,0.225035
0.675786,0.514177,1.174960,0.146933,0.335762,-0.577858,0.791982,1.613960,0.226320
0.676278,0.512416,1.174500,0.146851,0.336597,-0.579495,0.791897,1.615220,0.226947
0.677293,0.508795,1.173550,0.146681,0.338323,-0.582871,0.791720,1.617830,0.228246
0.678974,0.502816,1.171940,0.146391,0.341200,-0.588470,0.791423,1.622180,0.230417
0.681096,0.495309,1.169840,0.146013,0.344861,-0.595549,0.791040,1.627720,0.233193
0.683371,0.487304,1.167530,0.145593,0.348826,-0.603164,0.790620,1.633740,0.236215
0.685493,0.479883,1.165320,0.145186,0.352560,-0.610289,0.790217,1.639410,0.239076
0.687174,0.474030,1.163520,0.144853,0.355546,-0.615955,0.789888,1.643950,0.241373
0.688189,0.470510,1.162410,0.144648,0.357359,-0.619383,0.789685,1.646710,0.242772
0.688681,0.468805,1.161870,0.144547,0.358242,-0.621050,0.789585,1.648050,0.243454
0.689696,0.465299,1.160750,0.144337,0.360067,-0.624487,0.789376,1.650830,0.244867
0.691377,0.459510,1.158850,0.143981,0.363112,-0.630198,0.789021,1.655470,0.247229
0.693499,0.452241,1.156420,0.143519,0.366988,-0.637430,0.788554,1.661390,0.250247
0.695774,0.444490,1.153740,0.143005,0.371189,-0.645218,0.788030,1.667800,0.253531
0.697895,0.437304,1.151180,0.142510,0.375149,-0.652507,0.787517,1.673850,0.256638
0.699577,0.431636,1.149110,0.142106,0.378316,-0.658303,0.787095,1.678700,0.259132
0.700592,0.428227,1.147840,0.141857,0.380241,-0.661809,0.786834,1.681650,0.260651
0.701084,0.426576,1.147230,0.141734,0.381178,-0.663513,0.786705,1.683090,0.261391
0.702099,0.423180,1.145940,0.141480,0.383117,-0.667028,0.786437,1.686060,0.262926
0.703780,0.417572,1.143790,0.141049,0.386352,-0.672866,0.785980,1.691020,0.265491
0.705902,0.410531,1.141020,0.140490,0.390474,-0.680256,0.785386,1.697350,0.268772
0.708177,0.403022,1.137980,0.139871,0.394944,-0.688210,0.784724,1.704220,0.272343
0.710298,0.396058,1.135100,0.139275,0.399160,-0.695653,0.784086,1.710710,0.275726
0.711980,0.390565,1.132770,0.138789,0.402535,-0.701570,0.783568,1.715920,0.278444
0.712994,0.387262,1.131350,0.138490,0.404587,-0.705149,0.783250,1.719080,0.280101
0.713487,0.385661,1.130660,0.138343,0.405586,-0.706888,0.783095,1.720620,0.280910
0.714502,0.382370,1.129220,0.138038,0.407655,-0.710476,0.782772,1.723820,0.282585
0.716183,0.376934,1.126810,0.137521,0.411107,-0.716435,0.782230,1.729150,0.285391
0.718305,0.370107,1.123710,0.136852,0.415507,-0.723981,0.781537,1.735960,0.288983
