sqrt_s	ReOmega_11	ImOmega_11	ReOmega_12	ImOmega_12	ReOmega_21	ImOmega_21	ReOmega_22	ImOmega_22
0.989582	1.42298	0.170161	-2.75513	-0.0481637	-1.62896	-2.86725	-0.590558	5.75998
0.989618	1.42228	0.172245	-2.7522	-0.0504545	-1.62494	-2.86473	-0.59358	5.75304
0.98968	1.42112	0.175806	-2.74724	-0.0543903	-1.6181	-2.86045	-0.598728	5.74119
0.989742	1.41998	0.179343	-2.74233	-0.0583258	-1.61129	-2.85626	-0.603919	5.72949
0.989778	1.41933	0.181387	-2.7395	-0.0606097	-1.60732	-2.85383	-0.606997	5.7227
0.98984	1.41823	0.18488	-2.7347	-0.064534	-1.60055	-2.8497	-0.612248	5.71108
0.989902	1.41716	0.188352	-2.72995	-0.0684593	-1.59381	-2.84564	-0.617538	5.6996
0.989938	1.41655	0.19036	-2.7272	-0.0707379	-1.58988	-2.84329	-0.620668	5.69293
0.99	1.41552	0.193793	-2.72254	-0.0746537	-1.58318	-2.8393	-0.626012	5.68153
0.990062	1.41452	0.197207	-2.71793	-0.0785717	-1.5765	-2.83537	-0.631394	5.67024
0.990098	1.41394	0.199183	-2.71527	-0.0808467	-1.57261	-2.83309	-0.634572	5.66368
0.99016	1.41298	0.202562	-2.71074	-0.0847569	-1.56597	-2.82921	-0.640003	5.65246
0.990222	1.41203	0.205925	-2.70625	-0.0886705	-1.55934	-2.8254	-0.64547	5.64134
0.990258	1.41149	0.207872	-2.70366	-0.0909436	-1.55548	-2.82318	-0.648694	5.63488
0.99032	1.41058	0.211203	-2.69925	-0.0948511	-1.54889	-2.81941	-0.654207	5.62382
0.990382	1.40969	0.214521	-2.69488	-0.0987633	-1.54231	-2.81569	-0.659753	5.61285
0.990418	1.40917	0.216443	-2.69235	-0.101036	-1.53848	-2.81354	-0.663021	5.60647
0.99048	1.40831	0.219732	-2.68804	-0.104944	-1.53193	-2.80986	-0.668611	5.59555
0.990542	1.40747	0.22301	-2.68378	-0.108858	-1.52539	-2.80623	-0.674235	5.58471
0.990578	1.40699	0.224909	-2.68131	-0.111133	-1.52158	-2.80413	-0.677544	5.57841
0.99064	1.40617	0.228162	-2.6771	-0.115044	-1.51506	-2.80054	-0.683209	5.56761
0.990702	1.40538	0.231405	-2.67292	-0.118963	-1.50856	-2.79699	-0.688907	5.55689
0.990738	1.40492	0.233284	-2.6705	-0.121241	-1.50476	-2.79493	-0.692257	5.55065
0.9908	1.40415	0.236504	-2.66638	-0.125158	-1.49828	-2.79142	-0.697996	5.53995
0.990862	1.4034	0.239717	-2.66229	-0.129085	-1.4918	-2.78794	-0.703766	5.52932
0.990898	1.40297	0.241579	-2.65992	-0.131369	-1.48802	-2.78592	-0.707156	5.52313
0.99096	1.40224	0.244772	-2.65588	-0.135296	-1.48156	-2.78247	-0.712967	5.51253
0.991022	1.40153	0.247959	-2.65187	-0.139234	-1.4751	-2.77906	-0.71881	5.50198
0.991058	1.40112	0.249807	-2.64954	-0.141525	-1.47133	-2.77708	-0.72224	5.49583
0.99112	1.40043	0.252976	-2.64557	-0.145466	-1.46489	-2.77369	-0.728122	5.4853
0.991182	1.39976	0.256141	-2.64163	-0.149419	-1.45844	-2.77034	-0.734037	5.47481
0.991218	1.39937	0.257978	-2.63934	-0.151719	-1.45468	-2.76839	-0.737508	5.4687
0.99128	1.39872	0.261128	-2.63543	-0.155677	-1.44825	-2.76505	-0.743462	5.45823
0.991342	1.39808	0.264276	-2.63155	-0.159648	-1.44181	-2.76175	-0.749451	5.44779
0.991378	1.39771	0.266103	-2.62929	-0.16196	-1.43806	-2.75983	-0.752962	5.4417
0.99144	1.39709	0.269238	-2.62545	-0.165938	-1.43163	-2.75654	-0.75899	5.43127
0.991502	1.39649	0.272373	-2.62162	-0.169933	-1.42519	-2.75328	-0.765054	5.42087
0.991538	1.39614	0.274193	-2.6194	-0.172258	-1.42144	-2.75138	-0.768608	5.4148
0.9916	1.39556	0.277317	-2.6156	-0.176261	-1.415	-2.74813	-0.774712	5.40439
0.991662	1.39499	0.280442	-2.61182	-0.180282	-1.40856	-2.74491	-0.780853	5.39401
0.991698	1.39466	0.282258	-2.60962	-0.182624	-1.4048	-2.74303	-0.78445	5.38795
0.99176	1.3941	0.285376	-2.60587	-0.186657	-1.39836	-2.73982	-0.790633	5.37756
0.991822	1.39356	0.288496	-2.60214	-0.190709	-1.39191	-2.73663	-0.796855	5.36718
0.991858	1.39325	0.29031	-2.59996	-0.19307	-1.38814	-2.73476	-0.800499	5.36112
0.99192	1.39273	0.293425	-2.59625	-0.197137	-1.38168	-2.73158	-0.806764	5.35073
0.991982	1.39222	0.296545	-2.59255	-0.201226	-1.37521	-2.72841	-0.813072	5.34034
0.992018	1.39192	0.298359	-2.5904	-0.203609	-1.37144	-2.72656	-0.816763	5.33427
0.99208	1.39143	0.301477	-2.58672	-0.207715	-1.36495	-2.72341	-0.823117	5.32386
0.992142	1.39095	0.304601	-2.58305	-0.211846	-1.35845	-2.72026	-0.829514	5.31344
0.992178	1.39067	0.306418	-2.58091	-0.214254	-1.35466	-2.71842	-0.833257	5.30736
0.99224	1.39021	0.309542	-2.57726	-0.218405	-1.34815	-2.71528	-0.839704	5.29691
0.992302	1.38975	0.312675	-2.57361	-0.222584	-1.34162	-2.71214	-0.846198	5.28645
0.992338	1.38949	0.314499	-2.57149	-0.225022	-1.3378	-2.71031	-0.849997	5.28034
0.9924	1.38905	0.317634	-2.56785	-0.229224	-1.33125	-2.70718	-0.856544	5.26984
0.992462	1.38863	0.320782	-2.56422	-0.233458	-1.32467	-2.70405	-0.863142	5.25933
0.992498	1.38838	0.322614	-2.56211	-0.235929	-1.32083	-2.70223	-0.867001	5.25317
0.99256	1.38797	0.325767	-2.55849	-0.24019	-1.31423	-2.6991	-0.873656	5.24261
0.992622	1.38757	0.328934	-2.55487	-0.244486	-1.3076	-2.69598	-0.880368	5.23201
0.992658	1.38733	0.330779	-2.55276	-0.246995	-1.30373	-2.69415	-0.884292	5.22581
0.99272	1.38695	0.333955	-2.54915	-0.251323	-1.29706	-2.69102	-0.891066	5.21515
0.992782	1.38658	0.337149	-2.54553	-0.255691	-1.29037	-2.68789	-0.897902	5.20446
0.992818	1.38636	0.33901	-2.54342	-0.258243	-1.28646	-2.68606	-0.901899	5.19819
0.99288	1.386	0.342216	-2.53981	-0.262647	-1.27972	-2.68292	-0.908803	5.18742
0.992942	1.38565	0.345442	-2.53619	-0.267097	-1.27295	-2.67978	-0.915776	5.1766
0.992978	1.38545	0.347324	-2.53407	-0.269698	-1.26899	-2.67794	-0.919853	5.17025
0.99304	1.38512	0.350567	-2.53045	-0.274189	-1.26217	-2.67479	-0.926902	5.15935
0.993102	1.38479	0.353835	-2.52682	-0.278733	-1.2553	-2.67163	-0.934028	5.14837
0.993138	1.3846	0.355742	-2.52469	-0.281391	-1.25129	-2.66977	-0.938194	5.14193
0.9932	1.3843	0.359031	-2.52105	-0.285983	-1.24437	-2.6666	-0.945406	5.13086
0.993262	1.384	0.362349	-2.51739	-0.290635	-1.23739	-2.66341	-0.952704	5.1197
0.993298	1.38383	0.364288	-2.51525	-0.293358	-1.23332	-2.66153	-0.95697	5.11314
0.99336	1.38355	0.367633	-2.51158	-0.298066	-1.22627	-2.65833	-0.964365	5.10186
0.993422	1.38327	0.371013	-2.50789	-0.302843	-1.21916	-2.6551	-0.971859	5.09048
0.993458	1.38311	0.37299	-2.50572	-0.305641	-1.21501	-2.6532	-0.976239	5.08378
0.99352	1.38286	0.376404	-2.50201	-0.310485	-1.20782	-2.64995	-0.983844	5.07226
0.993582	1.38262	0.37986	-2.49827	-0.315408	-1.20056	-2.64667	-0.991563	5.06061
0.993618	1.38247	0.381883	-2.49607	-0.318296	-1.19631	-2.64473	-0.996074	5.05374
0.99368	1.38224	0.38538	-2.4923	-0.323298	-1.18895	-2.64143	-1.00392	5.04192
0.993742	1.38202	0.388929	-2.4885	-0.328395	-1.1815	-2.63808	-1.0119	5.02994
0.993778	1.38189	0.391009	-2.48625	-0.331387	-1.17714	-2.6361	-1.01657	5.02286
0.99384	1.38169	0.39461	-2.4824	-0.336578	-1.16957	-2.63272	-1.0247	5.01067
0.993902	1.38151	0.398272	-2.47852	-0.341883	-1.16189	-2.62929	-1.03299	4.99829
0.993938	1.38139	0.400423	-2.47621	-0.345002	-1.1574	-2.62725	-1.03783	4.99095
0.994	1.38122	0.404151	-2.47226	-0.350421	-1.14958	-2.62378	-1.0463	4.97832
0.994062	1.38106	0.407957	-2.46826	-0.355979	-1.14163	-2.62024	-1.05496	4.96543
0.994098	1.38096	0.410196	-2.46588	-0.359255	-1.13697	-2.61812	-1.06003	4.95777
0.99416	1.38083	0.414087	-2.46179	-0.364955	-1.12883	-2.61452	-1.06891	4.94456
0.994222	1.38071	0.418076	-2.45764	-0.370831	-1.12053	-2.61084	-1.07803	4.93104
0.994258	1.38062	0.420429	-2.45515	-0.374303	-1.11567	-2.60862	-1.08336	4.92295
0.99432	1.38052	0.424529	-2.45089	-0.380362	-1.10714	-2.60486	-1.09276	4.90901
0.994382	1.38044	0.428759	-2.44652	-0.386649	-1.09839	-2.60097	-1.10245	4.89464
0.994418	1.38037	0.431264	-2.44389	-0.390377	-1.09326	-2.59862	-1.10812	4.88599
0.99448	1.38031	0.435645	-2.43937	-0.396908	-1.08421	-2.59463	-1.11818	4.87105
0.994542	1.38027	0.440206	-2.43471	-0.403752	-1.07488	-2.59046	-1.12864	4.85551
0.994578	1.38022	0.442924	-2.43185	-0.407835	-1.0694	-2.5879	-1.13474	4.84606
0.99464	1.38022	0.447705	-2.42696	-0.415026	-1.05964	-2.58358	-1.1457	4.8297
0.994702	1.38023	0.452756	-2.42185	-0.422679	-1.04948	-2.57899	-1.15722	4.81243
0.994738	1.38019	0.455797	-2.41864	-0.427293	-1.04352	-2.57609	-1.16391	4.80172
0.9948	1.38026	0.461199	-2.41315	-0.435493	-1.03273	-2.57125	-1.17619	4.78315
0.994862	1.38034	0.467062	-2.40725	-0.444474	-1.0213	-2.5659	-1.18932	4.76295
0.994898	1.38028	0.470669	-2.40337	-0.450005	-1.01461	-2.56235	-1.19686	4.74996
0.99496	1.38048	0.477216	-2.39673	-0.460028	-1.00218	-2.55651	-1.21124	4.72722
0.995022	1.38078	0.484746	-2.38933	-0.471688	-0.987704	-2.54974	-1.22863	4.70124
0.995058	1.37947	0.490154	-2.38163	-0.4802	-0.985134	-2.54161	-1.22775	4.67735
0.99512	1.38173	0.499449	-2.37454	-0.494315	-0.961459	-2.53688	-1.26045	4.64953
0.995182	1.37732	0.519452	-2.34713	-0.527002	-0.955809	-2.49902	-1.25627	4.55482
0.995324	1.34988	0.526136	-2.30069	-0.498319	-0.918598	-2.49151	-1.22215	4.53061
0.995748	1.31633	0.539674	-2.23548	-0.483181	-0.907999	-2.36809	-1.14545	4.36985
0.996172	1.29102	0.551199	-2.18904	-0.471986	-0.930522	-2.31191	-1.05861	4.28909
0.99642	1.27839	0.554645	-2.16658	-0.465018	-0.925615	-2.28318	-1.0346	4.24922
0.996844	1.26072	0.562853	-2.13304	-0.457778	-0.928813	-2.24111	-0.986975	4.18802
0.997268	1.24474	0.570338	-2.10305	-0.451731	-0.930333	-2.20583	-0.94644	4.13582
0.997516	1.23633	0.574268	-2.08715	-0.448625	-0.929276	-2.18667	-0.927293	4.10757
0.99794	1.22294	0.581163	-2.06137	-0.444513	-0.928743	-2.15549	-0.895498	4.06088
0.998364	1.21049	0.587746	-2.0374	-0.440935	-0.927876	-2.12788	-0.866633	4.01877
0.998612	1.20371	0.591299	-2.02436	-0.439057	-0.926322	-2.11258	-0.85218	3.99557
0.999036	1.19271	0.597518	-2.0028	-0.436554	-0.924541	-2.0872	-0.827964	3.95659
0.99946	1.18229	0.603494	-1.9824	-0.434298	-0.922623	-2.06409	-0.805472	3.92054
0.999708	1.17654	0.606785	-1.97115	-0.433131	-0.920886	-2.05116	-0.793808	3.90048
1.00013	1.1671	0.612485	-1.95242	-0.431567	-0.918356	-2.02958	-0.774439	3.86668
1.00056	1.15809	0.618026	-1.9345	-0.430221	-0.915833	-2.00935	-0.75621	3.83463
1.0008	1.15304	0.621159	-1.92445	-0.429536	-0.91423	-1.99803	-0.746241	3.81665
1.00123	1.14468	0.626443	-1.90773	-0.428537	-0.911417	-1.97935	-0.72998	3.78676
1.00165	1.13668	0.631596	-1.89168	-0.427741	-0.90853	-1.96149	-0.71471	3.75805
1.0019	1.13217	0.634537	-1.88261	-0.427351	-0.906817	-1.95145	-0.706257	3.74182
1.00232	1.12467	0.639496	-1.86747	-0.426809	-0.903815	-1.93478	-0.692393	3.71476
1.00275	1.11745	0.644344	-1.85286	-0.426414	-0.900779	-1.91877	-0.679285	3.68862
1.003	1.11337	0.647117	-1.84458	-0.426238	-0.898994	-1.90973	-0.671989	3.67381
1.00342	1.10655	0.651798	-1.83072	-0.42603	-0.895897	-1.89467	-0.659971	3.64902
1.00384	1.09996	0.656385	-1.81729	-0.425931	-0.892784	-1.88014	-0.648549	3.625
1.00409	1.09622	0.659011	-1.80966	-0.425914	-0.890965	-1.87192	-0.642165	3.61135
1.00452	1.08995	0.663451	-1.79685	-0.425957	-0.887823	-1.85818	-0.631614	3.58845
1.00494	1.08388	0.667807	-1.78441	-0.426082	-0.884678	-1.84489	-0.621545	3.56621
1.00519	1.08043	0.670304	-1.77732	-0.426187	-0.882846	-1.83735	-0.6159	3.55354
1.00561	1.07463	0.67453	-1.7654	-0.426421	-0.879692	-1.82471	-0.606543	3.53225
1.00604	1.06899	0.678682	-1.75379	-0.42672	-0.876545	-1.81246	-0.597586	3.51152
1.00628	1.06577	0.681064	-1.74717	-0.426919	-0.874715	-1.8055	-0.59255	3.4997
1.00671	1.06037	0.685099	-1.73602	-0.427302	-0.871571	-1.79381	-0.584184	3.4798
1.00713	1.0551	0.689067	-1.72514	-0.427736	-0.868439	-1.78245	-0.576153	3.46038
1.00738	1.05209	0.691346	-1.71892	-0.428008	-0.86662	-1.77598	-0.571629	3.44929
1.0078	1.04702	0.695209	-1.70844	-0.428509	-0.863501	-1.7651	-0.564097	3.4306
1.00823	1.04208	0.699011	-1.69819	-0.42905	-0.860397	-1.75452	-0.556851	3.41233
1.00848	1.03925	0.701196	-1.69232	-0.42938	-0.858597	-1.74848	-0.552761	3.40189
1.0089	1.03448	0.704903	-1.68243	-0.429974	-0.855512	-1.73832	-0.545941	3.38426
1.00932	1.02981	0.708554	-1.67274	-0.4306	-0.852444	-1.72841	-0.539365	3.36701
1.00957	1.02714	0.710653	-1.66719	-0.430977	-0.850667	-1.72276	-0.535648	3.35714
1.01	1.02262	0.714217	-1.65781	-0.431645	-0.847623	-1.71322	-0.529441	3.34047
1.01042	1.0182	0.71773	-1.64862	-0.432339	-0.844598	-1.70392	-0.523446	3.32413
1.01067	1.01567	0.719751	-1.64335	-0.432753	-0.842846	-1.6986	-0.520052	3.31477
1.01109	1.01139	0.723184	-1.63444	-0.433481	-0.839847	-1.68962	-0.514378	3.29895
1.01152	1.00719	0.72657	-1.62569	-0.434229	-0.836868	-1.68085	-0.508889	3.28343
1.01176	1.00478	0.728519	-1.62068	-0.434673	-0.835144	-1.67583	-0.505778	3.27453
1.01219	1.0007	0.731832	-1.61218	-0.435448	-0.832193	-1.66736	-0.500569	3.25948
1.01261	0.996692	0.7351	-1.60384	-0.43624	-0.829263	-1.65906	-0.495524	3.2447
1.01286	0.994393	0.736982	-1.59906	-0.436707	-0.827567	-1.65432	-0.492662	3.23622
1.01328	0.990497	0.740183	-1.59094	-0.437521	-0.824666	-1.64629	-0.487865	3.22187
1.01371	0.986668	0.743343	-1.58297	-0.438348	-0.821786	-1.63843	-0.483213	3.20776
1.01396	0.984468	0.745164	-1.57839	-0.438834	-0.820119	-1.63393	-0.48057	3.19967
1.01438	0.980738	0.74826	-1.57062	-0.439678	-0.817269	-1.62631	-0.476138	3.18595
1.0148	0.977068	0.751319	-1.56298	-0.440533	-0.814439	-1.61884	-0.471835	3.17246
1.01505	0.974958	0.753082	-1.55859	-0.441034	-0.812802	-1.61456	-0.469389	3.16471
1.01548	0.971378	0.756083	-1.55113	-0.441902	-0.810003	-1.60732	-0.465282	3.15157
1.0159	0.967853	0.759047	-1.5438	-0.442778	-0.807224	-1.60021	-0.46129	3.13865
1.01615	0.965825	0.760757	-1.53958	-0.443291	-0.805616	-1.59613	-0.459019	3.13122
1.01657	0.962382	0.763667	-1.53242	-0.444178	-0.802868	-1.58922	-0.455204	3.11862
1.017	0.958988	0.766543	-1.52536	-0.445071	-0.80014	-1.58244	-0.451493	3.10622
1.01724	0.957035	0.768202	-1.5213	-0.445593	-0.798562	-1.57854	-0.449379	3.09909
1.01767	0.953716	0.771028	-1.51441	-0.446494	-0.795864	-1.57195	-0.445826	3.08698
1.01809	0.950443	0.773822	-1.50761	-0.4474	-0.793186	-1.56546	-0.442367	3.07506
1.01834	0.948558	0.775434	-1.5037	-0.447929	-0.791636	-1.56174	-0.440396	3.0682
1.01876	0.945354	0.778179	-1.49706	-0.44884	-0.788988	-1.55543	-0.43708	3.05656
1.01919	0.942192	0.780896	-1.4905	-0.449755	-0.786359	-1.54922	-0.433849	3.04508
1.01944	0.94037	0.782463	-1.48673	-0.450288	-0.784838	-1.54566	-0.432007	3.03848
1.01986	0.937271	0.785134	-1.48031	-0.451207	-0.782239	-1.53961	-0.428906	3.02726
1.02028	0.93421	0.787777	-1.47397	-0.452128	-0.779659	-1.53366	-0.425883	3.0162
1.02053	0.932446	0.789303	-1.47033	-0.452665	-0.778166	-1.53024	-0.424158	3.00983
1.02096	0.929445	0.791903	-1.46412	-0.453588	-0.775614	-1.52443	-0.421252	2.99901
1.02138	0.926479	0.794477	-1.458	-0.454513	-0.773081	-1.51872	-0.418417	2.98834
1.02163	0.924768	0.795964	-1.45447	-0.455052	-0.771616	-1.51544	-0.416799	2.98219
1.02205	0.921856	0.798497	-1.44846	-0.455978	-0.769111	-1.50986	-0.414073	2.97174
1.02248	0.918978	0.801006	-1.44253	-0.456904	-0.766625	-1.50437	-0.41141	2.96143
1.02272	0.917317	0.802455	-1.43911	-0.457443	-0.765187	-1.50121	-0.40989	2.95549
1.02315	0.914488	0.804925	-1.43329	-0.45837	-0.762728	-1.49584	-0.407326	2.94539
1.02357	0.911691	0.807372	-1.42754	-0.459296	-0.760287	-1.49055	-0.404822	2.93541
1.02382	0.910076	0.808785	-1.42422	-0.459835	-0.758875	-1.48751	-0.403391	2.92967
1.02424	0.907325	0.811195	-1.41858	-0.46076	-0.756461	-1.48234	-0.400977	2.91989
1.02467	0.904603	0.813583	-1.413	-0.461685	-0.754065	-1.47725	-0.398618	2.91024
1.02492	0.903031	0.814963	-1.40978	-0.462222	-0.752678	-1.47432	-0.397269	2.90467
1.02534	0.900353	0.817316	-1.4043	-0.463145	-0.750308	-1.46933	-0.394994	2.8952
1.02576	0.897701	0.819648	-1.39888	-0.464067	-0.747954	-1.46442	-0.392768	2.88585
1.02601	0.89617	0.820996	-1.39575	-0.464602	-0.746593	-1.46159	-0.391495	2.88045
1.02644	0.893559	0.823295	-1.39042	-0.465521	-0.744265	-1.45677	-0.389347	2.87127
1.02686	0.890973	0.825574	-1.38515	-0.466439	-0.741954	-1.45203	-0.387244	2.8622
1.02711	0.889479	0.826891	-1.38211	-0.466972	-0.740616	-1.44929	-0.386042	2.85697
1.02753	0.886931	0.829138	-1.37693	-0.467886	-0.738331	-1.44464	-0.38401	2.84806
1.02796	0.884406	0.831366	-1.3718	-0.468798	-0.736061	-1.44006	-0.382022	2.83926
1.0282	0.882948	0.832654	-1.36884	-0.469328	-0.734747	-1.43741	-0.380884	2.83418
1.02863	0.880459	0.834852	-1.36379	-0.470237	-0.732501	-1.43292	-0.378962	2.82553
1.02905	0.877993	0.837031	-1.3588	-0.471143	-0.730271	-1.42848	-0.377079	2.81697
1.0293	0.876567	0.838291	-1.35592	-0.47167	-0.72898	-1.42592	-0.376001	2.81204
1.02972	0.874134	0.840442	-1.351	-0.472572	-0.726774	-1.42157	-0.374179	2.80363
1.03015	0.871722	0.842575	-1.34613	-0.473472	-0.724583	-1.41727	-0.372395	2.79532
1.0304	0.870328	0.843808	-1.34332	-0.473995	-0.723315	-1.41479	-0.371373	2.79052
1.03082	0.867948	0.845914	-1.33853	-0.47489	-0.721147	-1.41057	-0.369645	2.78235
1.03124	0.865587	0.848002	-1.33378	-0.475783	-0.718994	-1.40641	-0.367951	2.77426
1.03149	0.864221	0.84921	-1.33104	-0.476301	-0.717747	-1.404	-0.366981	2.76959
1.03192	0.861891	0.851273	-1.32637	-0.477189	-0.715617	-1.39992	-0.365341	2.76164
1.03234	0.859578	0.853319	-1.32173	-0.478074	-0.713501	-1.39588	-0.363732	2.75377
1.03259	0.85824	0.854502	-1.31906	-0.478588	-0.712276	-1.39355	-0.36281	2.74923
1.03301	0.855956	0.856523	-1.31449	-0.479468	-0.710181	-1.38958	-0.361251	2.74148
1.03344	0.853689	0.858529	-1.30997	-0.480345	-0.708101	-1.38566	-0.359721	2.73381
1.03368	0.852378	0.859689	-1.30735	-0.480854	-0.706897	-1.3834	-0.358845	2.72939
1.03411	0.850138	0.86167	-1.3029	-0.481726	-0.704838	-1.37954	-0.357361	2.72184
1.03453	0.847914	0.863636	-1.29848	-0.482595	-0.702793	-1.37574	-0.355906	2.71437
1.03478	0.846627	0.864774	-1.29592	-0.483099	-0.701608	-1.37354	-0.355072	2.71006
1.0352	0.844429	0.866717	-1.29156	-0.483963	-0.699584	-1.3698	-0.353659	2.7027
1.03563	0.842246	0.868645	-1.28724	-0.484823	-0.697573	-1.3661	-0.352273	2.69542
1.03588	0.840983	0.869761	-1.28474	-0.485322	-0.696408	-1.36396	-0.351478	2.69121
1.0363	0.838824	0.871667	-1.28048	-0.486177	-0.694418	-1.36032	-0.350132	2.68404
1.03672	0.83668	0.87356	-1.27625	-0.487028	-0.692439	-1.35672	-0.348811	2.67693
1.03697	0.835439	0.874655	-1.27381	-0.487522	-0.691294	-1.35465	-0.348053	2.67282
1.0374	0.833318	0.876526	-1.26964	-0.488368	-0.689336	-1.35111	-0.346769	2.66582
1.03782	0.831211	0.878384	-1.2655	-0.48921	-0.68739	-1.3476	-0.345509	2.65888
1.03807	0.829991	0.879459	-1.26311	-0.489699	-0.686264	-1.34558	-0.344786	2.65488
1.03849	0.827905	0.881296	-1.25903	-0.490535	-0.684337	-1.34214	-0.343561	2.64804
1.03892	0.825833	0.88312	-1.25498	-0.491369	-0.682423	-1.33873	-0.342357	2.64127
1.03916	0.824633	0.884176	-1.25263	-0.491852	-0.681314	-1.33676	-0.341667	2.63735
1.03959	0.822582	0.88598	-1.24864	-0.492679	-0.679419	-1.33341	-0.340497	2.63068
1.04001	0.820543	0.887772	-1.24467	-0.493503	-0.677536	-1.33009	-0.339347	2.62406
1.04026	0.819362	0.888809	-1.24237	-0.493981	-0.676445	-1.32817	-0.338687	2.62023
1.04068	0.817343	0.890582	-1.23845	-0.4948	-0.674579	-1.3249	-0.337569	2.61371
1.04111	0.815336	0.892342	-1.23457	-0.495614	-0.672726	-1.32166	-0.33647	2.60724
1.04136	0.814173	0.893362	-1.23232	-0.496087	-0.671652	-1.31979	-0.335839	2.6035
1.04178	0.812185	0.895104	-1.22847	-0.496896	-0.669817	-1.31661	-0.33477	2.59712
1.0422	0.810209	0.896835	-1.22466	-0.497701	-0.667992	-1.31345	-0.333718	2.59079
1.04245	0.809063	0.897837	-1.22246	-0.498168	-0.666935	-1.31163	-0.333115	2.58714
1.04288	0.807105	0.899549	-1.21869	-0.498968	-0.665128	-1.30852	-0.332091	2.5809
1.0433	0.805157	0.901251	-1.21495	-0.499764	-0.663332	-1.30544	-0.331085	2.57471
1.04355	0.804028	0.902236	-1.21278	-0.500226	-0.662292	-1.30367	-0.330507	2.57113
1.04397	0.802098	0.903921	-1.20909	-0.501016	-0.660513	-1.30063	-0.329527	2.56502
1.0444	0.800177	0.905594	-1.20542	-0.501803	-0.658744	-1.29763	-0.328563	2.55897
1.04464	0.799065	0.906563	-1.20329	-0.502259	-0.65772	-1.29589	-0.328009	2.55547
1.04507	0.797161	0.90822	-1.19967	-0.50304	-0.655968	-1.29293	-0.32707	2.54949
1.04549	0.795267	0.909867	-1.19606	-0.503817	-0.654226	-1.29	-0.326147	2.54356
1.04574	0.79417	0.91082	-1.19398	-0.504268	-0.653218	-1.2883	-0.325616	2.54013
1.04616	0.792292	0.912451	-1.19042	-0.50504	-0.651492	-1.28541	-0.324716	2.53428
1.04659	0.790424	0.914071	-1.18688	-0.505808	-0.649777	-1.28255	-0.32383	2.52847
1.04684	0.789341	0.915009	-1.18483	-0.506254	-0.648783	-1.28089	-0.323321	2.52511
1.04726	0.787487	0.916614	-1.18133	-0.507016	-0.647084	-1.27807	-0.322458	2.51938
1.04768	0.785643	0.918209	-1.17786	-0.507775	-0.645394	-1.27527	-0.321609	2.51369
1.04793	0.784574	0.919133	-1.17585	-0.508215	-0.644416	-1.27365	-0.32112	2.5104
1.04836	0.782745	0.920712	-1.17241	-0.508968	-0.642741	-1.27089	-0.320293	2.50479
1.04878	0.780923	0.922283	-1.169	-0.509719	-0.641078	-1.26815	-0.319476	2.49921
1.04903	0.77987	0.92319	-1.16702	-0.510149	-0.640106	-1.26658	-0.319016	2.496
1.04945	0.778062	0.924748	-1.16364	-0.510896	-0.638461	-1.26387	-0.318215	2.49048
1.04988	0.776273	0.926282	-1.1603	-0.511622	-0.636795	-1.26123	-0.317465	2.48506
1.05107	0.77124	0.930607	-1.15095	-0.513717	-0.632277	-1.25377	-0.315265	2.46983
1.05475	0.756183	0.943433	-1.12326	-0.519895	-0.61864	-1.23203	-0.309251	2.4251
1.05843	0.741649	0.955682	-1.09698	-0.52586	-0.60566	-1.21172	-0.303921	2.38302
1.06057	0.733404	0.962564	-1.08227	-0.529208	-0.598385	-1.20049	-0.301114	2.35962
1.06425	0.719592	0.973981	-1.05797	-0.534785	-0.586292	-1.18221	-0.296758	2.32126
1.06793	0.706162	0.984944	-1.03476	-0.540163	-0.574735	-1.165	-0.292871	2.28492
1.07007	0.698505	0.991133	-1.0217	-0.543193	-0.568241	-1.15544	-0.290806	2.26462
1.07375	0.68561	1.00144	-1.00003	-0.548243	-0.557423	-1.13979	-0.287588	2.23118
1.07743	0.673003	1.01139	-0.979216	-0.553123	-0.54705	-1.12498	-0.2847	2.19935
1.07957	0.665786	1.01703	-0.967467	-0.55588	-0.541206	-1.11672	-0.28316	2.1815
1.08325	0.653582	1.02646	-0.947887	-0.560485	-0.531455	-1.10314	-0.280753	2.15198
1.08693	0.641596	1.03559	-0.929005	-0.564947	-0.522077	-1.09025	-0.278589	2.12377
1.08907	0.634712	1.04079	-0.918312	-0.567475	-0.516783	-1.08304	-0.277433	2.1079
1.09275	0.623032	1.0495	-0.900433	-0.571709	-0.507932	-1.07115	-0.275627	2.08158
1.09643	0.611516	1.05798	-0.883126	-0.575823	-0.499398	-1.05982	-0.274005	2.05634
1.09857	0.604881	1.06282	-0.873298	-0.57816	-0.49457	-1.05347	-0.273141	2.04211
1.10225	0.593593	1.07096	-0.85682	-0.582086	-0.486486	-1.04298	-0.271795	2.01844
1.10593	0.582426	1.0789	-0.840816	-0.585911	-0.478672	-1.03296	-0.270595	1.99568
1.10807	0.575976	1.08344	-0.831704	-0.588091	-0.474243	-1.02733	-0.269958	1.98282
1.11175	0.564973	1.0911	-0.816389	-0.591761	-0.466815	-1.01802	-0.268977	1.96139
1.11543	0.554054	1.0986	-0.801469	-0.595349	-0.459618	-1.00912	-0.268112	1.94074
1.11757	0.547732	1.10289	-0.792956	-0.597398	-0.455531	-1.00412	-0.267659	1.92905
